,Station,Date,MinTemp,MaxTemp,MeanTemp,MeanRH,Precip,Wind2,Wind10,Wind10Dir,Frost,MeanDP,MinTemp_uDP,MinTemp_u20,MaxTemp_uDP,MaxTemp_u20,MeanTemp_uDP,MeanTemp_u20,MinTemp_1,MinTemp_3,MinTemp_7,MaxTemp_1,MaxTemp_3,MaxTemp_7,MeanTemp_1,MeanTemp_3,MeanTemp_7,MeanRH_1,MeanRH_3,MeanRH_7,Precip_1,Precip_3,Precip_7,Wind2_1,Wind2_3,Wind2_7,Wind10_1,Wind10_3,Wind10_7,Wind10Dir_1,Wind10Dir_3,Wind10Dir_7,Frost_1,Frost_3,Frost_7,MeanDP_1,MeanDP_3,MeanDP_7,PrecipSum_1,PrecipSum_3,PrecipSum_7,MinTemp_uDPSum_1,MinTemp_uDPSum_3,MinTemp_uDPSum_7,MaxTemp_uDPSum_1,MaxTemp_uDPSum_3,MaxTemp_uDPSum_7,MeanTemp_uDPSum_1,MeanTemp_uDPSum_3,MeanTemp_uDPSum_7,MinTemp_u20Sum_1,MinTemp_u20Sum_3,MinTemp_u20Sum_7,MaxTemp_u20Sum_1,MaxTemp_u20Sum_3,MaxTemp_u20Sum_7,MeanTemp_u20Sum_1,MeanTemp_u20Sum_3,MeanTemp_u20Sum_7
182,Grassy Lake IMCIN,2018-11-18,-12.0,4.2,0.2,82.8,0.0,10.1,14.1,254.7,100.0,-3.24,1,1,0,1,0,1,-18.1,-11.366666666666665,-8.085714285714285,-2.8,4.966666666666662,5.885714285714285,-11.4,-4.266666666666666,-1.0714285714285714,84.5,80.43333333333335,75.15714285714286,0.0,1.066666666666667,0.7000000000000001,10.2,11.066666666666668,14.3,15.3,15.299999999999997,19.957142857142856,176.4,140.29999999999998,202.85714285714286,100.0,100.0,100.0,-14.5,-8.179999999999998,-6.04,0.0,3.200000000000001,4.9,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
183,Grassy Lake IMCIN,2018-11-19,-0.3,8.7,3.1,82.9,0.0,8.4,12.6,215.3,100.0,-0.31999999999999895,0,1,0,1,0,1,-12.0,-14.733333333333334,-7.942857142857142,4.2,2.6333333333333298,6.542857142857143,0.2,-5.666666666666665,-0.42857142857142844,82.8,85.30000000000003,73.91428571428571,0.0,1.066666666666667,0.4571428571428572,10.1,11.466666666666667,14.557142857142859,14.1,15.799999999999995,20.38571428571429,254.7,144.23333333333332,194.78571428571428,100.0,100.0,100.0,-3.24,-8.606666666666667,-5.645714285714286,0.0,3.200000000000001,3.2,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
184,Grassy Lake IMCIN,2018-11-20,-1.1,14.6,4.6,68.2,0.0,11.1,17.3,221.0,100.0,-1.7599999999999998,0,1,0,1,0,1,-0.3,-10.133333333333333,-6.357142857142857,8.7,3.366666666666663,7.171428571428572,3.1,-2.6999999999999997,0.4000000000000002,82.9,83.40000000000002,73.64285714285714,0.0,2.9605947323337506e-16,0.4571428571428572,8.4,9.566666666666666,14.285714285714286,12.6,13.999999999999995,19.97142857142857,215.3,215.4666666666666,195.45714285714286,100.0,100.0,100.0,-0.31999999999999895,-6.019999999999997,-4.871428571428572,0.0,8.881784197001252e-16,3.2,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
185,Grassy Lake IMCIN,2018-11-21,-1.7,10.5,3.9,62.9,0.0,12.0,19.3,193.8,100.0,-3.52,0,1,0,1,0,1,-1.1,-4.466666666666666,-6.114285714285715,14.6,9.166666666666663,7.742857142857143,4.6,2.633333333333334,0.42857142857142866,68.2,77.96666666666668,74.68571428571428,0.0,2.9605947323337506e-16,0.4571428571428572,11.1,9.866666666666667,13.185714285714285,17.3,14.666666666666663,18.571428571428573,221.0,230.33333333333334,194.41428571428574,100.0,100.0,100.0,-1.7599999999999998,-1.773333333333331,-4.634285714285715,0.0,8.881784197001252e-16,3.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
186,Grassy Lake IMCIN,2018-11-22,1.2,9.9,5.5,65.9,0.0,15.7,23.2,216.9,100.0,-1.3199999999999985,0,1,0,1,0,1,-1.7,-1.033333333333332,-7.028571428571428,10.5,11.266666666666664,7.557142857142857,3.9,3.866666666666667,-0.14285714285714293,62.9,71.33333333333336,76.87142857142858,0.0,2.9605947323337506e-16,0.4571428571428572,12.0,10.5,10.685714285714285,19.3,16.399999999999995,15.6,193.8,210.0333333333333,186.52857142857144,100.0,100.0,100.0,-3.52,-1.8666666666666645,-4.768571428571429,0.0,8.881784197001252e-16,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
187,Grassy Lake IMCIN,2018-11-23,-2.5,5.3,0.7,85.3,0.0,7.0,9.3,294.8,100.0,-2.24,1,1,0,1,0,1,1.2,-0.5333333333333322,-6.585714285714286,9.9,11.666666666666663,7.371428571428573,5.5,4.666666666666667,0.014285714285714235,65.9,65.66666666666669,76.54285714285713,0.0,2.9605947323337506e-16,0.4571428571428572,15.7,12.933333333333332,11.657142857142857,23.2,19.93333333333333,17.114285714285717,216.9,210.56666666666663,182.81428571428572,100.0,100.0,100.0,-1.3199999999999985,-2.1999999999999975,-4.677142857142857,0.0,8.881784197001252e-16,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
188,Grassy Lake IMCIN,2018-11-24,-8.1,-0.7,-4.7,96.3,1.9,11.3,14.6,46.7,100.0,-5.44,1,1,0,1,0,1,-2.5,-0.9999999999999988,-4.928571428571429,5.3,8.566666666666663,7.200000000000001,0.7,3.366666666666667,0.9428571428571428,85.3,71.36666666666669,76.07142857142857,0.0,2.9605947323337506e-16,0.0,7.0,11.566666666666665,10.642857142857142,9.3,17.266666666666662,15.871428571428572,294.8,235.16666666666666,224.70000000000002,100.0,100.0,100.0,-2.24,-2.3599999999999977,-3.842857142857143,0.0,8.881784197001252e-16,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
189,Grassy Lake IMCIN,2018-11-25,-13.5,-1.1,-8.1,90.7,0.0,5.5,7.1,185.5,100.0,-9.959999999999999,1,1,0,1,0,1,-8.1,-3.1333333333333324,-3.5,-0.7,4.8333333333333295,7.5,-4.7,0.5000000000000006,1.9000000000000001,96.3,82.50000000000001,77.75714285714285,1.9,0.6333333333333336,0.2714285714285714,11.3,11.333333333333334,10.799999999999999,14.6,15.699999999999996,15.77142857142857,46.7,186.13333333333333,206.17142857142858,100.0,100.0,100.0,-5.44,-2.999999999999998,-2.5485714285714285,1.9,1.9000000000000008,1.9,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
190,Grassy Lake IMCIN,2018-11-26,-6.3,8.1,-1.0,83.9,0.0,16.2,23.2,153.2,100.0,-4.219999999999999,1,1,0,1,0,1,-13.5,-8.033333333333331,-3.7142857142857144,-1.1,1.1666666666666632,6.742857142857142,-8.1,-4.033333333333332,0.7142857142857143,90.7,90.7666666666667,78.88571428571429,0.0,0.6333333333333336,0.2714285714285714,5.5,7.9333333333333345,10.142857142857142,7.1,10.333333333333329,14.771428571428572,185.5,175.66666666666666,196.28571428571428,100.0,100.0,100.0,-9.959999999999999,-5.879999999999998,-3.5085714285714285,0.0,1.9000000000000008,1.9,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
191,Grassy Lake IMCIN,2018-11-27,4.3,13.1,8.0,63.8,0.0,17.1,24.4,238.9,100.0,0.7599999999999998,0,1,0,1,0,1,-6.3,-9.299999999999999,-4.571428571428571,8.1,2.0999999999999965,6.6571428571428575,-1.0,-4.599999999999999,0.12857142857142842,83.9,90.30000000000001,79.02857142857144,0.0,0.6333333333333336,0.2714285714285714,16.2,11.0,11.257142857142856,23.2,14.966666666666661,16.285714285714285,153.2,128.46666666666664,187.41428571428574,100.0,100.0,100.0,-4.219999999999999,-6.539999999999998,-4.065714285714285,0.0,1.9000000000000008,1.9,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
192,Grassy Lake IMCIN,2018-11-28,-0.5,11.8,5.1,64.7,0.0,14.6,20.4,247.8,100.0,-1.96,0,1,0,1,0,1,4.3,-5.166666666666666,-3.8000000000000003,13.1,6.699999999999996,6.442857142857143,8.0,-0.366666666666666,0.6142857142857141,63.8,79.46666666666668,78.39999999999999,0.0,2.9605947323337506e-16,0.2714285714285714,17.1,12.933333333333332,12.114285714285716,24.4,18.233333333333327,17.3,238.9,192.5333333333333,189.97142857142856,100.0,100.0,100.0,0.7599999999999998,-4.473333333333331,-3.7057142857142855,0.0,8.881784197001252e-16,1.9,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
193,Grassy Lake IMCIN,2018-11-29,-3.8,8.5,0.3,78.1,0.0,7.6,11.4,210.7,100.0,-4.080000000000001,0,1,0,1,0,1,-0.5,-0.8333333333333327,-3.6285714285714286,11.8,10.999999999999998,6.628571428571429,5.1,4.033333333333334,0.7857142857142855,64.7,70.80000000000001,78.65714285714286,0.0,2.9605947323337506e-16,0.2714285714285714,14.6,15.966666666666667,12.485714285714286,20.4,22.666666666666657,17.457142857142856,247.8,213.29999999999998,197.68571428571428,100.0,100.0,100.0,-1.96,-1.806666666666665,-3.4828571428571427,0.0,8.881784197001252e-16,1.9,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
194,Grassy Lake IMCIN,2018-11-30,-7.2,1.2,-3.7,91.8,0.0,4.8,6.1,225.1,100.0,-5.340000000000001,1,1,0,1,0,1,-3.8,5.921189464667501e-16,-4.342857142857143,8.5,11.133333333333331,6.428571428571429,0.3,4.466666666666668,0.0428571428571426,78.1,68.86666666666669,80.39999999999999,0.0,2.9605947323337506e-16,0.2714285714285714,7.6,13.1,11.328571428571427,11.4,18.733333333333327,15.77142857142857,210.7,232.46666666666667,196.79999999999998,100.0,100.0,100.0,-4.080000000000001,-1.7599999999999991,-3.8771428571428572,0.0,8.881784197001252e-16,1.9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
195,Grassy Lake IMCIN,2018-12-01,-6.2,-3.0,-4.7,97.8,5.3,6.6,7.8,325.8,100.0,-5.140000000000001,1,1,0,1,0,1,-7.2,-3.8333333333333326,-5.014285714285713,1.2,7.166666666666663,5.8428571428571425,-3.7,0.566666666666667,-0.5857142857142861,91.8,78.20000000000002,81.32857142857142,0.0,2.9605947323337506e-16,0.2714285714285714,4.8,9.0,11.014285714285714,6.1,12.633333333333328,15.314285714285713,225.1,227.86666666666665,186.84285714285716,100.0,100.0,100.0,-5.340000000000001,-3.793333333333333,-4.32,0.0,8.881784197001252e-16,1.9,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
196,Grassy Lake IMCIN,2018-12-02,-12.1,-2.6,-7.7,96.5,0.2,5.2,7.7,229.3,100.0,-8.4,1,1,0,1,0,1,-6.2,-5.733333333333333,-4.742857142857143,-3.0,2.23333333333333,5.514285714285714,-4.7,-2.6999999999999993,-0.585714285714286,97.8,89.23333333333335,81.54285714285716,5.3,1.7666666666666668,0.7571428571428571,6.6,6.333333333333333,10.342857142857143,7.8,8.433333333333328,14.342857142857143,325.8,253.86666666666665,226.71428571428572,100.0,100.0,100.0,-5.140000000000001,-4.853333333333333,-4.277142857142858,5.3,5.300000000000001,5.3,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
197,Grassy Lake IMCIN,2018-12-03,-12.2,-2.5,-6.9,95.7,0.0,5.8,8.6,205.7,100.0,-7.76,1,1,0,1,0,1,-12.1,-8.499999999999998,-4.542857142857143,-2.6,-1.4666666666666703,5.3,-7.7,-5.366666666666667,-0.5285714285714288,96.5,95.36666666666669,82.37142857142858,0.2,1.8333333333333337,0.7857142857142857,5.2,5.533333333333334,10.3,7.7,7.199999999999996,14.428571428571429,229.3,260.06666666666666,232.97142857142856,100.0,100.0,100.0,-8.4,-6.293333333333332,-4.054285714285715,0.2,5.500000000000001,5.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
198,Grassy Lake IMCIN,2018-12-04,-13.6,-0.0,-6.7,82.5,0.0,9.1,14.5,238.7,100.0,-10.2,1,1,0,1,0,1,-12.2,-10.166666666666666,-5.385714285714286,-2.5,-2.7000000000000033,3.785714285714286,-6.9,-6.433333333333333,-1.3714285714285717,95.7,96.66666666666669,84.05714285714285,0.0,1.8333333333333337,0.7857142857142857,5.8,5.866666666666666,8.814285714285715,8.6,8.03333333333333,12.342857142857143,205.7,253.6,240.47142857142856,100.0,100.0,100.0,-7.76,-7.099999999999999,-4.5600000000000005,0.0,5.500000000000001,5.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
199,Grassy Lake IMCIN,2018-12-05,-15.2,-2.2,-7.7,85.2,0.2,13.3,17.3,317.7,100.0,-10.66,1,1,0,1,0,1,-13.6,-12.633333333333333,-7.942857142857142,-0.0,-1.7000000000000035,1.9142857142857146,-6.7,-7.1000000000000005,-3.471428571428572,82.5,91.56666666666668,86.72857142857141,0.0,0.06666666666666697,0.7857142857142857,9.1,6.7,7.671428571428572,14.5,10.26666666666666,10.928571428571429,238.7,224.56666666666663,240.44285714285712,100.0,100.0,100.0,-10.2,-8.786666666666665,-6.125714285714287,0.0,0.2000000000000009,5.5,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
200,Grassy Lake IMCIN,2018-12-06,-17.8,-8.9,-14.7,83.0,0.1,9.8,14.3,186.7,100.0,-18.099999999999998,0,1,0,1,0,1,-15.2,-13.666666666666664,-10.042857142857143,-2.2,-1.5666666666666702,-0.08571428571428548,-7.7,-7.099999999999999,-5.3,85.2,87.80000000000001,89.65714285714286,0.2,0.06666666666666697,0.8142857142857143,13.3,9.4,7.485714285714286,17.3,13.466666666666663,10.485714285714286,317.7,254.0333333333333,250.42857142857142,100.0,100.0,100.0,-10.66,-9.539999999999997,-7.368571428571429,0.2,0.2000000000000009,5.7,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
201,Grassy Lake IMCIN,2018-12-07,-17.1,-2.6,-9.2,73.8,0.0,13.3,20.0,175.6,100.0,-14.44,1,1,0,1,0,1,-17.8,-15.533333333333331,-12.042857142857143,-8.9,-3.700000000000004,-2.5714285714285716,-14.7,-9.7,-7.442857142857143,83.0,83.56666666666668,90.35714285714286,0.1,0.10000000000000031,0.8285714285714285,9.8,10.733333333333334,7.799999999999999,14.3,15.366666666666662,10.9,186.7,247.69999999999996,247.0,100.0,100.0,100.0,-18.099999999999998,-12.986666666666665,-9.37142857142857,0.1,0.30000000000000093,5.8,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
202,Grassy Lake IMCIN,2018-12-08,-12.5,1.2,-6.6,75.5,0.0,7.8,12.8,212.8,100.0,-11.5,1,1,0,1,0,1,-17.1,-16.7,-13.457142857142856,-2.6,-4.56666666666667,-3.114285714285714,-9.2,-10.533333333333333,-8.22857142857143,73.8,80.66666666666669,87.78571428571429,0.0,0.10000000000000031,0.8285714285714285,13.3,12.133333333333335,9.014285714285714,20.0,17.199999999999996,12.885714285714284,175.6,226.66666666666663,239.92857142857142,100.0,100.0,100.0,-14.44,-14.399999999999999,-10.671428571428573,0.0,0.30000000000000093,5.8,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
203,Grassy Lake IMCIN,2018-12-09,-8.2,4.3,-1.8,74.0,0.0,13.9,21.9,196.3,100.0,-7.0,1,1,0,1,0,1,-12.5,-15.800000000000002,-14.357142857142858,1.2,-3.433333333333337,-2.514285714285714,-6.6,-10.166666666666666,-8.5,75.5,77.43333333333335,84.6,0.0,0.03333333333333363,0.07142857142857142,7.8,10.3,9.185714285714285,12.8,15.699999999999998,13.599999999999998,212.8,191.69999999999996,223.78571428571428,100.0,100.0,100.0,-11.5,-14.679999999999998,-11.58,0.0,0.1000000000000009,0.5,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
204,Grassy Lake IMCIN,2018-12-10,-2.1,5.2,2.5,71.1,0.0,16.4,23.4,240.1,100.0,-3.280000000000001,0,1,0,1,0,1,-8.2,-12.6,-13.799999999999999,4.3,0.9666666666666636,-1.5285714285714285,-1.8,-5.866666666666666,-7.6571428571428575,74.0,74.43333333333335,81.38571428571429,0.0,2.9605947323337506e-16,0.042857142857142864,13.9,11.666666666666666,10.428571428571429,21.9,18.23333333333333,15.62857142857143,196.3,194.89999999999998,219.07142857142858,100.0,100.0,100.0,-7.0,-10.979999999999999,-11.379999999999999,0.0,8.881784197001252e-16,0.30000000000000004,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
205,Grassy Lake IMCIN,2018-12-11,-5.1,5.1,0.6,72.4,0.0,18.3,27.2,211.0,100.0,-4.919999999999999,1,1,0,1,0,1,-2.1,-7.599999999999999,-12.357142857142858,5.2,3.566666666666664,-0.4285714285714283,2.5,-1.966666666666666,-6.314285714285715,71.1,73.53333333333335,77.87142857142855,0.0,2.9605947323337506e-16,0.042857142857142864,16.4,12.700000000000001,11.942857142857145,23.4,19.366666666666664,17.74285714285714,240.1,216.39999999999998,223.98571428571427,100.0,100.0,100.0,-3.280000000000001,-7.260000000000001,-10.74,0.0,8.881784197001252e-16,0.30000000000000004,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
206,Grassy Lake IMCIN,2018-12-12,-1.2,4.1,1.4,75.9,0.0,17.9,25.3,248.7,100.0,-3.4199999999999986,0,1,0,1,0,1,-5.1,-5.133333333333332,-11.142857142857142,5.1,4.866666666666664,0.30000000000000016,0.6,0.433333333333334,-5.271428571428571,72.4,72.50000000000001,76.42857142857143,0.0,2.9605947323337506e-16,0.042857142857142864,18.3,16.2,13.257142857142856,27.2,24.16666666666666,19.557142857142857,211.0,215.79999999999998,220.0285714285714,100.0,100.0,100.0,-4.919999999999999,-5.0666666666666655,-9.985714285714286,0.0,8.881784197001252e-16,0.30000000000000004,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
207,Grassy Lake IMCIN,2018-12-13,-0.2,6.1,2.1,67.0,0.0,20.3,29.0,218.5,100.0,-4.5,0,1,0,1,0,1,-1.2,-2.7999999999999985,-9.142857142857142,4.1,4.799999999999997,1.2,1.4,1.5000000000000007,-3.9714285714285715,75.9,73.13333333333335,75.10000000000001,0.0,2.9605947323337506e-16,0.014285714285714287,17.9,17.533333333333335,13.914285714285715,25.3,25.299999999999997,20.7,248.7,233.26666666666665,210.17142857142858,100.0,100.0,100.0,-3.4199999999999986,-3.8733333333333317,-8.95142857142857,0.0,8.881784197001252e-16,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
208,Grassy Lake IMCIN,2018-12-14,0.6,8.2,4.0,60.0,0.0,16.7,25.4,187.2,100.0,-4.0,0,1,0,1,0,1,-0.2,-2.1666666666666656,-6.628571428571428,6.1,5.099999999999997,3.3428571428571425,2.1,1.3666666666666674,-1.5714285714285714,67.0,71.7666666666667,72.81428571428572,0.0,2.9605947323337506e-16,0.0,20.3,18.833333333333332,15.414285714285715,29.0,27.16666666666666,22.8,218.5,226.06666666666663,214.71428571428572,100.0,100.0,100.0,-4.5,-4.2799999999999985,-7.008571428571429,0.0,8.881784197001252e-16,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
209,Grassy Lake IMCIN,2018-12-15,-6.2,7.1,2.3,62.7,0.0,21.7,30.7,207.8,100.0,-5.159999999999999,1,1,0,1,0,1,0.6,-0.2666666666666655,-4.1,8.2,6.133333333333329,4.885714285714286,4.0,2.5000000000000004,0.3142857142857141,60.0,67.63333333333335,70.84285714285714,0.0,2.9605947323337506e-16,0.0,16.7,18.3,15.899999999999997,25.4,26.566666666666663,23.571428571428573,187.2,218.1333333333333,216.3714285714286,100.0,100.0,100.0,-4.0,-3.9733333333333314,-5.517142857142858,0.0,8.881784197001252e-16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
210,Grassy Lake IMCIN,2018-12-16,-6.6,6.7,-0.2,76.6,0.0,14.3,20.5,148.9,100.0,-4.880000000000002,1,1,0,1,0,1,-6.2,-1.9333333333333325,-3.1999999999999997,7.1,7.13333333333333,5.728571428571428,2.3,2.8000000000000007,1.5857142857142854,62.7,63.23333333333335,69.0142857142857,0.0,2.9605947323337506e-16,0.0,21.7,19.566666666666666,17.885714285714283,30.7,28.366666666666664,26.12857142857143,207.8,204.5,215.65714285714284,100.0,100.0,100.0,-5.159999999999999,-4.553333333333332,-4.611428571428573,0.0,8.881784197001252e-16,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
211,Grassy Lake IMCIN,2018-12-17,-0.3,10.6,4.7,66.5,0.0,17.1,25.3,211.3,100.0,-2.0,0,1,0,1,0,1,-6.6,-4.0666666666666655,-2.971428571428571,6.7,7.3333333333333295,6.071428571428571,-0.2,2.033333333333334,1.8142857142857143,76.6,66.43333333333335,69.38571428571429,0.0,2.9605947323337506e-16,0.0,14.3,17.566666666666666,17.942857142857143,20.5,25.53333333333333,25.928571428571427,148.9,181.29999999999998,208.8857142857143,100.0,100.0,100.0,-4.880000000000002,-4.68,-4.3085714285714305,0.0,8.881784197001252e-16,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
212,Grassy Lake IMCIN,2018-12-18,2.2,9.4,4.6,64.4,0.0,14.9,22.0,202.3,100.0,-2.5199999999999996,0,1,0,1,0,1,-0.3,-4.366666666666665,-2.714285714285714,10.6,8.13333333333333,6.8428571428571425,4.7,2.2666666666666675,2.1285714285714286,66.5,68.60000000000002,68.72857142857143,0.0,2.9605947323337506e-16,0.0,17.1,17.7,18.04285714285714,25.3,25.499999999999996,26.199999999999996,211.3,189.33333333333334,204.77142857142857,100.0,100.0,100.0,-2.0,-4.013333333333333,-4.125714285714287,0.0,8.881784197001252e-16,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
213,Grassy Lake IMCIN,2018-12-19,1.3,9.1,5.1,53.7,0.0,23.7,31.6,258.9,100.0,-4.16,0,1,0,1,0,1,2.2,-1.5666666666666653,-1.6714285714285713,9.4,8.899999999999997,7.457142857142856,4.6,3.0333333333333337,2.6999999999999997,64.4,69.16666666666669,67.58571428571429,0.0,2.9605947323337506e-16,0.0,14.9,15.433333333333335,17.557142857142857,22.0,22.599999999999994,25.457142857142856,202.3,187.5,203.52857142857144,100.0,100.0,100.0,-2.5199999999999996,-3.133333333333333,-3.7828571428571434,0.0,8.881784197001252e-16,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
214,Grassy Lake IMCIN,2018-12-20,-1.8,6.2,2.8,62.4,0.0,17.9,26.4,190.7,100.0,-4.720000000000001,0,1,0,1,0,1,1.3,1.066666666666668,-1.3142857142857143,9.1,9.699999999999996,8.171428571428573,5.1,4.800000000000001,3.228571428571428,53.7,61.53333333333335,64.41428571428571,0.0,2.9605947323337506e-16,0.0,23.7,18.566666666666666,18.385714285714283,31.6,26.299999999999997,26.357142857142858,258.9,224.16666666666666,204.9857142857143,100.0,100.0,100.0,-4.16,-2.893333333333332,-3.8885714285714292,0.0,8.881784197001252e-16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
215,Grassy Lake IMCIN,2018-12-21,-4.1,6.4,1.5,74.8,2.7,17.2,24.1,258.6,100.0,-3.540000000000001,1,1,0,1,0,1,-1.8,0.5666666666666679,-1.5428571428571427,6.2,8.233333333333329,8.185714285714287,2.8,4.166666666666667,3.3285714285714283,62.4,60.166666666666686,63.75714285714286,0.0,2.9605947323337506e-16,0.0,17.9,18.833333333333336,18.04285714285714,26.4,26.66666666666666,25.985714285714284,190.7,217.29999999999995,201.0142857142857,100.0,100.0,100.0,-4.720000000000001,-3.7999999999999994,-3.9200000000000013,0.0,8.881784197001252e-16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
216,Grassy Lake IMCIN,2018-12-22,-12.4,-0.1,-5.9,75.0,0.3,10.2,15.4,255.8,100.0,-10.9,1,1,0,1,0,1,-4.1,-1.533333333333332,-2.214285714285714,6.4,7.23333333333333,7.92857142857143,1.5,3.133333333333334,2.971428571428571,74.8,63.633333333333354,65.87142857142858,2.7,0.9000000000000004,0.38571428571428573,17.2,19.599999999999998,18.114285714285714,24.1,27.366666666666664,25.800000000000004,258.6,236.0666666666667,211.21428571428572,100.0,100.0,100.0,-3.540000000000001,-4.14,-3.854285714285716,2.7,2.700000000000001,2.7,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,3.0,7.0
