"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Humidity Avg. (%)","Humidity Avg. Source Flag","Humidity Avg. Record Completeness (%)","Precip. Accumulated (mm)","Precip. Accumulated Source Flag","Precip. Accumulated Comment","Precip. (mm)","Precip. Source Flag","Precip. Comment","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Precip. Long Term (mm)","Precip. Long Term Source Flag","Air Temp. Avg. Long Term (°C)","Air Temp. Avg. Long Term Source Flag","Air Temp. Avg. Long Term Record Completeness (%)","Air Temp. Avg. Min. Long Term (°C)","Air Temp. Avg. Min. Long Term Source Flag","Air Temp. Avg. Min. Long Term Record Completeness (%)","Air Temp. Avg. Max. Long Term (°C)","Air Temp. Avg. Max. Long Term Source Flag","Air Temp. Avg. Max. Long Term Record Completeness (%)","Growing Degree Days Long Term (base 5°C) (GDD)","Growing Degree Days Long Term (base 5°C) Source Flag","Frost Probability 0°C (%)","Frost Probability 0°C Source Flag","Frost Probability 0°C Record Completeness (%)","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment","Growing Degree Days (base 5°C) (GDD)","Growing Degree Days (base 5°C) Source Flag"
"Vauxhall CDA CS","19-June-2018","13.0","ACTUAL","100.0","23.8","ACTUAL","100.0","17.9","AGGREGATED","100.0","70.5","AGGREGATED","100.0","42.6","AGGREGATED","using element [Precip. Weighing]","0.3","AGGREGATED","using element [Precip. Weighing]","7.4","AGGREGATED","100.0","44.7","COMPUTED","15.9","COMPUTED","","8.9","COMPUTED","","22.9","COMPUTED","","192.2","COMPUTED","0.0","COMPUTED","","4.6","COMPUTED","solar-ACT, 2m wind, Avg.","211.2","COMPUTED"
"Vauxhall CDA CS","20-June-2018","9.2","ACTUAL","100.0","25.8","ACTUAL","100.0","18.4","AGGREGATED","100.0","71.3","AGGREGATED","100.0","42.6","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.2","AGGREGATED","100.0","46.3","COMPUTED","16.0","COMPUTED","","8.8","COMPUTED","","23.1","COMPUTED","","203.2","COMPUTED","0.0","COMPUTED","","5.4","COMPUTED","solar-ACT, 2m wind, Avg.","223.7","COMPUTED"
"Vauxhall CDA CS","21-June-2018","12.3","ACTUAL","100.0","29.1","ACTUAL","100.0","20.9","AGGREGATED","100.0","66.8","AGGREGATED","100.0","42.6","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.1","AGGREGATED","100.0","48.3","COMPUTED","16.3","COMPUTED","","9.2","COMPUTED","","23.3","COMPUTED","","214.5","COMPUTED","0.0","COMPUTED","","6.1","COMPUTED","solar-ACT, 2m wind, Avg.","239.4","COMPUTED"
"Vauxhall CDA CS","22-June-2018","13.7","ACTUAL","100.0","28.4","ACTUAL","100.0","20.1","AGGREGATED","100.0","64.7","AGGREGATED","100.0","42.6","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","15.9","AGGREGATED","100.0","50.8","COMPUTED","16.6","COMPUTED","","9.5","COMPUTED","","23.6","COMPUTED","","226.1","COMPUTED","0.0","COMPUTED","","6.5","COMPUTED","solar-ACT, 2m wind, Avg.","255.4","COMPUTED"
"Vauxhall CDA CS","23-June-2018","14.2","ACTUAL","100.0","23.5","ACTUAL","100.0","17.4","AGGREGATED","100.0","83.8","AGGREGATED","100.0","46.0","AGGREGATED","using element [Precip. Weighing]","3.4","AGGREGATED","using element [Precip. Weighing]","12.6","AGGREGATED","100.0","51.8","COMPUTED","16.6","COMPUTED","","9.4","COMPUTED","","23.8","COMPUTED","","237.7","COMPUTED","0.0","COMPUTED","","3.4","COMPUTED","solar-ACT, 2m wind, Avg.","269.3","COMPUTED"
"Vauxhall CDA CS","24-June-2018","13.3","ACTUAL","100.0","27.9","ACTUAL","100.0","20.4","AGGREGATED","100.0","73.2","AGGREGATED","100.0","46.1","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","7.6","AGGREGATED","100.0","53.5","COMPUTED","16.7","COMPUTED","","9.6","COMPUTED","","23.7","COMPUTED","","249.4","COMPUTED","0.0","COMPUTED","","5.3","COMPUTED","solar-ACT, 2m wind, Avg.","284.9","COMPUTED"
"Vauxhall CDA CS","25-June-2018","14.2","ACTUAL","100.0","29.8","ACTUAL","100.0","21.9","AGGREGATED","100.0","58.4","AGGREGATED","100.0","46.1","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","20.3","AGGREGATED","100.0","55.0","COMPUTED","16.9","COMPUTED","","9.3","COMPUTED","","24.5","COMPUTED","","261.3","COMPUTED","0.0","COMPUTED","","7.2","COMPUTED","solar-ACT, 2m wind, Avg.","301.9","COMPUTED"
"Vauxhall CDA CS","26-June-2018","9.6","ACTUAL","100.0","23.1","ACTUAL","100.0","17.8","AGGREGATED","100.0","38.5","AGGREGATED","100.0","46.2","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","25.2","AGGREGATED","100.0","56.8","COMPUTED","17.0","COMPUTED","","9.6","COMPUTED","","24.4","COMPUTED","","273.3","COMPUTED","0.0","COMPUTED","","7.0","COMPUTED","solar-ACT, 2m wind, Avg.","313.2","COMPUTED"
"Vauxhall CDA CS","27-June-2018","4.4","ACTUAL","100.0","25.2","ACTUAL","100.0","16.9","AGGREGATED","100.0","48.2","AGGREGATED","100.0","46.3","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","14.1","AGGREGATED","100.0","58.2","COMPUTED","17.0","COMPUTED","","9.9","COMPUTED","","24.0","COMPUTED","","285.3","COMPUTED","0.0","COMPUTED","","5.8","COMPUTED","solar-ACT, 2m wind, Avg.","323.0","COMPUTED"
"Vauxhall CDA CS","28-June-2018","12.2","ACTUAL","100.0","21.2","ACTUAL","100.0","17.0","AGGREGATED","100.0","56.6","AGGREGATED","100.0","46.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.9","AGGREGATED","100.0","60.3","COMPUTED","17.2","COMPUTED","","9.9","COMPUTED","","24.6","COMPUTED","","297.5","COMPUTED","0.0","COMPUTED","","4.0","COMPUTED","solar-ACT, 2m wind, Avg.","334.7","COMPUTED"
"Vauxhall CDA CS","29-June-2018","9.8","ACTUAL","100.0","20.6","ACTUAL","100.0","15.2","AGGREGATED","100.0","73.0","AGGREGATED","100.0","46.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","10.3","AGGREGATED","100.0","63.3","COMPUTED","17.0","COMPUTED","","10.2","COMPUTED","","23.7","COMPUTED","","309.5","COMPUTED","0.0","COMPUTED","","4.0","COMPUTED","solar-ACT, 2m wind, Avg.","344.9","COMPUTED"
"Vauxhall CDA CS","30-June-2018","8.1","ACTUAL","100.0","24.2","ACTUAL","100.0","16.8","AGGREGATED","100.0","61.5","AGGREGATED","100.0","46.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.9","AGGREGATED","100.0","65.5","COMPUTED","17.0","COMPUTED","","10.0","COMPUTED","","24.0","COMPUTED","","321.5","COMPUTED","0.0","COMPUTED","","5.7","COMPUTED","solar-ACT, 2m wind, Avg.","356.1","COMPUTED"
"Vauxhall CDA CS","01-July-2018","10.8","ACTUAL","100.0","23.3","ACTUAL","100.0","16.3","AGGREGATED","100.0","62.7","AGGREGATED","100.0","46.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.8","AGGREGATED","100.0","67.0","COMPUTED","17.1","COMPUTED","","9.8","COMPUTED","","24.4","COMPUTED","","333.6","COMPUTED","0.0","COMPUTED","","5.1","COMPUTED","solar-ACT, 2m wind, Avg.","368.1","COMPUTED"
"Vauxhall CDA CS","02-July-2018","6.1","ACTUAL","100.0","17.6","ACTUAL","100.0","12.0","AGGREGATED","100.0","81.7","AGGREGATED","100.0","48.1","AGGREGATED","using element [Precip. Weighing]","1.8","AGGREGATED","using element [Precip. Weighing]","7.5","AGGREGATED","100.0","68.2","COMPUTED","17.4","COMPUTED","","9.9","COMPUTED","","25.0","COMPUTED","","346.0","COMPUTED","0.0","COMPUTED","","2.9","COMPUTED","solar-ACT, 2m wind, Avg.","375.0","COMPUTED"
"Vauxhall CDA CS","03-July-2018","8.6","ACTUAL","100.0","17.9","ACTUAL","100.0","12.9","AGGREGATED","100.0","77.5","AGGREGATED","100.0","48.7","AGGREGATED","using element [Precip. Weighing]","0.6","AGGREGATED","using element [Precip. Weighing]","11.0","AGGREGATED","100.0","68.9","COMPUTED","17.6","COMPUTED","","9.8","COMPUTED","","25.4","COMPUTED","","358.6","COMPUTED","0.0","COMPUTED","","3.1","COMPUTED","solar-ACT, 2m wind, Avg.","383.2","COMPUTED"
"Vauxhall CDA CS","04-July-2018","10.3","ACTUAL","100.0","21.9","ACTUAL","100.0","15.7","AGGREGATED","100.0","73.5","AGGREGATED","100.0","53.8","AGGREGATED","using element [Precip. Weighing]","5.1","AGGREGATED","using element [Precip. Weighing]","10.5","AGGREGATED","100.0","69.9","COMPUTED","17.9","COMPUTED","","10.5","COMPUTED","","25.3","COMPUTED","","371.5","COMPUTED","0.0","COMPUTED","","4.3","COMPUTED","solar-ACT, 2m wind, Avg.","394.3","COMPUTED"
"Vauxhall CDA CS","05-July-2018","8.8","ACTUAL","100.0","28.7","ACTUAL","100.0","19.4","AGGREGATED","100.0","65.3","AGGREGATED","100.0","54.0","AGGREGATED","using element [Precip. Weighing]","0.2","AGGREGATED","using element [Precip. Weighing]","12.3","AGGREGATED","100.0","71.2","COMPUTED","17.7","COMPUTED","","10.5","COMPUTED","","25.0","COMPUTED","","384.2","COMPUTED","0.0","COMPUTED","","6.1","COMPUTED","solar-ACT, 2m wind, Avg.","408.1","COMPUTED"
"Vauxhall CDA CS","06-July-2018","13.4","ACTUAL","100.0","35.3","ACTUAL","100.0","23.5","AGGREGATED","100.0","59.9","AGGREGATED","100.0","54.1","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","14.4","AGGREGATED","100.0","71.9","COMPUTED","18.0","COMPUTED","","10.3","COMPUTED","","25.6","COMPUTED","","397.2","COMPUTED","0.0","COMPUTED","","8.1","COMPUTED","solar-ACT, 2m wind, Avg.","427.4","COMPUTED"
"Vauxhall CDA CS","07-July-2018","15.3","ACTUAL","100.0","27.7","ACTUAL","100.0","22.1","AGGREGATED","100.0","38.2","AGGREGATED","100.0","54.4","AGGREGATED","using element [Precip. Weighing]","0.3","AGGREGATED","using element [Precip. Weighing]","23.4","AGGREGATED","100.0","73.2","COMPUTED","18.0","COMPUTED","","10.3","COMPUTED","","25.7","COMPUTED","","410.2","COMPUTED","0.0","COMPUTED","","8.2","COMPUTED","solar-ACT, 2m wind, Avg.","443.9","COMPUTED"
"Vauxhall CDA CS","08-July-2018","8.9","ACTUAL","100.0","26.8","ACTUAL","100.0","18.8","AGGREGATED","100.0","56.8","AGGREGATED","100.0","54.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.1","AGGREGATED","100.0","74.3","COMPUTED","18.2","COMPUTED","","10.4","COMPUTED","","26.0","COMPUTED","","423.4","COMPUTED","0.0","COMPUTED","","5.8","COMPUTED","solar-ACT, 2m wind, Avg.","456.8","COMPUTED"
"Vauxhall CDA CS","09-July-2018","9.1","ACTUAL","100.0","30.2","ACTUAL","100.0","21.0","AGGREGATED","100.0","54.5","AGGREGATED","100.0","54.5","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","7.2","AGGREGATED","100.0","75.4","COMPUTED","18.8","COMPUTED","","10.8","COMPUTED","","26.9","COMPUTED","","437.2","COMPUTED","0.0","COMPUTED","","6.3","COMPUTED","solar-ACT, 2m wind, Avg.","471.4","COMPUTED"
"Vauxhall CDA CS","10-July-2018","10.7","ACTUAL","100.0","30.1","ACTUAL","100.0","18.9","AGGREGATED","100.0","71.6","AGGREGATED","100.0","56.1","AGGREGATED","using element [Precip. Weighing]","1.6","AGGREGATED","using element [Precip. Weighing]","13.4","AGGREGATED","100.0","76.6","COMPUTED","18.6","COMPUTED","","11.2","COMPUTED","","26.0","COMPUTED","","450.8","COMPUTED","0.0","COMPUTED","","5.4","COMPUTED","solar-ACT, 2m wind, Avg.","486.8","COMPUTED"
"Vauxhall CDA CS","11-July-2018","13.0","ACTUAL","100.0","27.1","ACTUAL","100.0","20.3","AGGREGATED","100.0","59.8","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.4","AGGREGATED","using element [Precip. Weighing]","13.8","AGGREGATED","100.0","77.3","COMPUTED","18.3","COMPUTED","","10.6","COMPUTED","","26.0","COMPUTED","","464.1","COMPUTED","0.0","COMPUTED","","5.9","COMPUTED","solar-ACT, 2m wind, Avg.","501.9","COMPUTED"
"Vauxhall CDA CS","12-July-2018","10.0","ACTUAL","100.0","29.7","ACTUAL","100.0","20.8","AGGREGATED","100.0","58.1","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.3","AGGREGATED","100.0","78.8","COMPUTED","18.6","COMPUTED","","10.7","COMPUTED","","26.5","COMPUTED","","477.7","COMPUTED","0.0","COMPUTED","","6.1","COMPUTED","solar-ACT, 2m wind, Avg.","516.7","COMPUTED"
"Vauxhall CDA CS","13-July-2018","11.9","ACTUAL","100.0","33.3","ACTUAL","100.0","23.4","AGGREGATED","100.0","52.5","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.3","AGGREGATED","100.0","81.1","COMPUTED","18.5","COMPUTED","","11.0","COMPUTED","","25.9","COMPUTED","","491.2","COMPUTED","0.0","COMPUTED","","7.6","COMPUTED","solar-ACT, 2m wind, Avg.","534.3","COMPUTED"
"Vauxhall CDA CS","14-July-2018","12.2","ACTUAL","100.0","22.0","ACTUAL","100.0","16.3","AGGREGATED","100.0","62.2","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","17.5","AGGREGATED","100.0","81.9","COMPUTED","18.5","COMPUTED","","10.8","COMPUTED","","26.1","COMPUTED","","504.7","COMPUTED","0.0","COMPUTED","","5.1","COMPUTED","solar-ACT, 2m wind, Avg.","546.4","COMPUTED"
"Vauxhall CDA CS","15-July-2018","7.5","ACTUAL","100.0","27.5","ACTUAL","100.0","18.2","AGGREGATED","100.0","57.0","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.8","AGGREGATED","100.0","83.0","COMPUTED","18.4","COMPUTED","","10.4","COMPUTED","","26.3","COMPUTED","","518.1","COMPUTED","0.0","COMPUTED","","5.8","COMPUTED","solar-ACT, 2m wind, Avg.","558.9","COMPUTED"
"Vauxhall CDA CS","16-July-2018","8.2","ACTUAL","100.0","32.8","ACTUAL","100.0","21.1","AGGREGATED","100.0","53.6","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","6.1","AGGREGATED","100.0","84.0","COMPUTED","18.1","COMPUTED","","10.5","COMPUTED","","25.7","COMPUTED","","531.2","COMPUTED","0.0","COMPUTED","","6.5","COMPUTED","solar-ACT, 2m wind, Avg.","574.4","COMPUTED"
"Vauxhall CDA CS","17-July-2018","9.5","ACTUAL","100.0","35.2","ACTUAL","100.0","23.4","AGGREGATED","100.0","52.1","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","5.1","AGGREGATED","100.0","85.3","COMPUTED","18.4","COMPUTED","","10.7","COMPUTED","","26.0","COMPUTED","","544.6","COMPUTED","0.0","COMPUTED","","6.7","COMPUTED","solar-ACT, 2m wind, Avg.","591.8","COMPUTED"
"Vauxhall CDA CS","18-July-2018","13.3","ACTUAL","100.0","28.5","ACTUAL","100.0","21.3","AGGREGATED","100.0","63.0","AGGREGATED","100.0","56.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","15.3","AGGREGATED","100.0","86.7","COMPUTED","18.2","COMPUTED","","10.8","COMPUTED","","25.7","COMPUTED","","557.8","COMPUTED","0.0","COMPUTED","","5.7","COMPUTED","solar-ACT, 2m wind, Avg.","607.7","COMPUTED"
