,Location,JDay,Date,SsMean,MeanWetness,MeanTemp,MaxTemp,MinTemp,MeanRH,MaxRH,MinRH,TotalPrecip,RainYN,MeanWC,MaxWC,MinWC,MeanDP,month,year,YearWeek,logSsMean,MeanWetness_1,MeanWetness_3,MeanWetness_7,MeanTemp_1,MeanTemp_3,MeanTemp_7,MaxTemp_1,MaxTemp_3,MaxTemp_7,MinTemp_1,MinTemp_3,MinTemp_7,MeanRH_1,MeanRH_3,MeanRH_7,MaxRH_1,MaxRH_3,MaxRH_7,MinRH_1,MinRH_3,MinRH_7,MeanWC_1,MeanWC_3,MeanWC_7,MaxWC_1,MaxWC_3,MaxWC_7,MinWC_1,MinWC_3,MinWC_7,MeanDP_1,MeanDP_3,MeanDP_7,TotalPrecip_1,TotalPrecip_3,TotalPrecip_7,SsMean_1,SsMean_3,SsMean_7,precip_3dTotal
21,Cranford,185,2018-07-04,215.725,47.30396,15.77067,23.112,8.99,73.99792,95.1,44.3,1.2,1.0,0.18068,0.1877,0.1644,10.61667,7,2018,27,5.378629268754704,55.93188,44.46541666666668,31.408391428571427,12.68535,13.83199,15.200708571428569,19.413,20.467666666666663,22.385428571428573,7.619,7.876333333333332,7.567142857142857,81.1875,74.32152666666666,68.01547571428571,94.9,90.90000000000002,90.37142857142858,53.4,48.666666666666664,42.91428571428571,0.17169,0.16732999999999998,0.16942714285714283,0.1768,0.1773,0.1841714285714286,0.1659,0.15693333333333334,0.14824285714285715,9.25625,8.765973333333333,8.566370000000001,1.6,1.6000000000000003,3.085714285714286,19.485,109.76833333333332,130.18142857142857,4.800000000000001
22,Cranford,186,2018-07-05,20.65,37.53604,20.1766,28.742,8.742,63.97917,92.9,35.7,13.8,1.0,0.19733,0.248,0.1637,12.10833,7,2018,27,3.075005454448499,47.30396,56.609793333333336,37.08223142857143,15.77067,13.409373333333335,14.941834285714288,23.112,20.11466666666667,21.729714285714287,8.99,7.6129999999999995,8.263571428571428,73.99792,79.19583333333333,71.47619,95.1,94.46666666666665,91.87142857142858,44.3,51.800000000000004,45.871428571428574,0.18068,0.17312666666666668,0.17769142857142856,0.1877,0.18213333333333334,0.19205714285714287,0.1644,0.16056666666666666,0.15508571428571427,10.61667,9.534723333333332,9.270537142857142,1.2,2.0,3.257142857142857,215.725,87.52833333333332,137.37928571428571,6.0
23,Cranford,187,2018-07-06,273.255,25.56333,22.1954,31.97,12.703,63.61458,94.1,33.8,0.0,0.0,0.20899,0.2247,0.1811,14.17708,7,2018,27,5.614058330529712,37.53604,46.92396,40.04416571428572,20.1766,16.210873333333335,15.63041142857143,28.742,23.755666666666666,22.76642857142857,8.742,8.450333333333333,8.20342857142857,63.97917,73.05486333333333,70.96517857142857,92.9,94.30000000000001,92.42857142857143,35.7,44.46666666666667,44.214285714285715,0.19733,0.18323333333333336,0.17869571428571426,0.248,0.2041666666666667,0.19444285714285714,0.1637,0.16466666666666666,0.16214285714285714,12.10833,10.660416666666668,9.69256,13.8,5.533333333333334,2.8285714285714287,20.65,85.28666666666666,103.05,16.6
24,Cranford,188,2018-07-07,1220.43,1.63167,20.82292,28.32,12.025,47.3375,82.6,23.5,0.0,0.0,0.1781,0.1862,0.163,7.96875,7,2018,27,7.107777582465452,25.56333,36.80111,38.66970142857143,22.1954,19.380889999999997,16.618781428571427,31.97,27.941333333333333,24.168714285714284,12.703,10.145000000000001,8.801142857142857,63.61458,67.19722333333333,69.67886857142857,94.1,94.03333333333332,92.71428571428574,33.8,37.93333333333333,42.557142857142864,0.20899,0.19566666666666668,0.18035714285714285,0.2247,0.22013333333333332,0.1964142857142857,0.1811,0.16973333333333332,0.16307142857142856,14.17708,12.300693333333333,10.29613142857143,0.0,5.000000000000001,2.8285714285714287,273.255,169.87666666666667,133.34857142857143,15.000000000000002
25,Cranford,189,2018-07-08,488.0,20.82146,18.73248,28.196,8.494,57.61458,87.7,26.2,0.0,0.0,0.16113,0.1732,0.1456,9.00208,7,2018,27,6.192362489474872,1.63167,21.577013333333344,35.06160714285714,20.82292,21.064973333333334,17.208794285714287,28.32,29.677333333333333,24.79242857142857,12.025,11.156666666666666,9.441285714285714,47.3375,58.31041666666666,67.41339285714285,82.6,89.86666666666667,91.05714285714285,23.5,31.0,40.471428571428575,0.1781,0.19480666666666666,0.18101285714285714,0.1862,0.21963333333333335,0.19692857142857143,0.163,0.16926666666666668,0.16328571428571428,7.96875,11.418053333333333,10.166964285714284,0.0,4.6000000000000005,2.8285714285714287,1220.43,504.77833333333336,294.19500000000005,13.8
26,Cranford,190,2018-07-09,323.62,31.45771,20.76629,33.652,7.192,57.52292,91.0,20.6,0.0,0.0,0.14298,0.155,0.1245,9.97708,7,2018,28,5.782655267476924,20.82146,16.005486666666673,36.48312571428571,18.73248,20.5836,17.45078857142857,28.196,29.49533333333333,25.367428571428572,8.494,11.074,9.257571428571428,57.61458,56.188886666666654,67.16190428571429,87.7,88.13333333333333,91.52857142857144,26.2,27.833333333333332,39.228571428571435,0.16113,0.18273999999999999,0.18070428571428573,0.1732,0.1947,0.19692857142857143,0.1456,0.16323333333333334,0.16215714285714286,9.00208,10.382636666666665,10.265772857142858,0.0,0.0,2.8285714285714287,488.0,660.5616666666666,323.56,0.0
27,Cranford,191,2018-07-10,276.37,43.93396,18.62085,26.646,10.173,71.77083,91.0,43.6,18.8,1.0,0.1897,0.2487,0.1245,13.04167,7,2018,28,5.625352354952385,31.45771,17.970280000000006,31.46372142857143,20.76629,20.107229999999998,18.735672857142855,33.652,30.056,27.629285714285714,7.192,9.237,9.395,57.52292,54.158333333333324,63.60773857142857,91.0,87.10000000000001,91.18571428571428,20.6,23.433333333333334,33.92857142857143,0.14298,0.16073666666666667,0.17727142857142855,0.155,0.17146666666666666,0.19308571428571428,0.1245,0.14436666666666667,0.1583142857142857,9.97708,8.982636666666666,10.443748571428571,0.0,0.0,2.3714285714285714,323.62,677.35,365.8807142857143,0.0
28,Cranford,192,2018-07-11,472.535,29.44896,19.47396,26.402,11.005,65.5875,94.3,40.7,0.0,0.0,0.20369,0.2167,0.1804,12.09792,7,2018,28,6.160225827528995,43.93396,32.07104333333334,29.749732857142856,18.62085,19.373206666666665,19.58360142857143,26.646,29.498,28.66257142857143,10.173,8.619666666666667,9.759857142857143,71.77083,62.30277666666666,62.262499999999996,91.0,89.89999999999999,90.62857142857142,43.6,30.133333333333336,32.528571428571425,0.1897,0.16460333333333332,0.1798442857142857,0.2487,0.1923,0.20335714285714285,0.1245,0.13153333333333334,0.1524,13.04167,10.673610000000002,10.984522857142858,18.8,6.266666666666667,4.828571428571428,276.37,362.66333333333336,402.5785714285715,18.8
29,Cranford,193,2018-07-12,1687.97,26.81271,20.46913,30.469,8.717,64.1125,93.0,31.2,0.0,0.0,0.17486,0.1833,0.1557,12.35208,7,2018,28,7.431874154660711,29.44896,34.946876666666675,27.19901857142857,19.47396,19.62036666666667,20.112642857142855,26.402,28.900000000000002,29.132571428571428,11.005,9.456666666666667,10.047714285714287,65.5875,64.96041666666666,61.06101142857143,94.3,92.10000000000001,90.5142857142857,40.7,34.96666666666667,32.01428571428571,0.20369,0.17879,0.18313142857142858,0.2167,0.20679999999999998,0.2075,0.1804,0.14313333333333333,0.1546857142857143,12.09792,11.705556666666666,11.19613,0.0,6.266666666666667,4.657142857142857,472.535,357.5083333333334,439.26571428571424,18.8
30,Cranford,194,2018-07-13,426.385,22.49979,23.07115,34.334,10.565,58.54167,90.8,26.6,0.0,0.0,0.14768,0.1579,0.1252,13.09375,7,2018,28,6.057685246340299,26.81271,33.39854333333334,25.667114285714288,20.46913,19.521313333333335,20.154432857142858,30.469,27.839,29.379285714285718,8.717,9.965000000000002,10.044142857142857,64.1125,67.15694333333333,61.08005857142857,93.0,92.76666666666667,90.52857142857142,31.2,38.50000000000001,31.37142857142857,0.17486,0.18941666666666668,0.1799214285714286,0.1833,0.21623333333333336,0.19825714285714285,0.1557,0.15353333333333333,0.15354285714285718,12.35208,12.497223333333332,11.23095142857143,0.0,6.266666666666667,2.685714285714286,1687.97,812.2916666666666,677.4542857142858,18.8
31,Cranford,195,2018-07-14,1052.005,21.88854,15.59519,22.896,9.558,69.5625,89.0,44.6,15.0,1.0,0.16726,0.2538,0.123,9.75625,7,2018,28,6.959403260460784,22.49979,26.253820000000008,25.229465714285713,23.07115,21.004746666666666,20.27954,34.334,30.40166666666667,29.717000000000002,10.565,10.095666666666666,9.738714285714286,58.54167,62.74722333333333,60.355357142857144,90.8,92.7,90.05714285714285,26.6,32.833333333333336,30.342857142857145,0.14768,0.17540999999999998,0.17116285714285714,0.1579,0.18596666666666664,0.18871428571428575,0.1252,0.1537666666666667,0.14555714285714288,13.09375,12.514583333333334,11.07619,0.0,0.0,2.685714285714286,426.385,862.2966666666667,699.33,0.0
32,Cranford,196,2018-07-15,132.145,43.77563,18.02702,28.245,6.636,62.25208,92.3,23.4,0.0,0.0,0.20978,0.2254,0.1826,9.55208,7,2018,28,4.891438759921365,21.88854,23.73368000000001,28.123304285714287,15.59519,19.71182333333333,19.532721428571428,22.896,29.233000000000004,28.94214285714286,9.558,9.613333333333333,9.386285714285714,69.5625,64.07222333333333,63.53035714285714,89.0,90.93333333333332,90.97142857142858,44.6,34.13333333333333,33.357142857142854,0.16726,0.16326666666666667,0.16961428571428572,0.2538,0.19833333333333333,0.19837142857142856,0.123,0.13463333333333335,0.13984285714285713,9.75625,11.734026666666667,11.331547142857143,15.0,5.0,4.828571428571428,1052.005,1055.4533333333334,675.2692857142857,15.0
33,Cranford,197,2018-07-16,592.195,44.76646,19.6386,30.318,7.645,66.71667,94.0,36.6,0.0,0.0,0.17476,0.1862,0.1514,12.28333,7,2018,29,6.385523181367836,43.77563,29.387986666666677,31.402471428571427,18.02702,18.897786666666665,19.43194142857143,28.245,28.49166666666667,28.949142857142856,6.636,8.919666666666666,9.120857142857142,62.25208,63.45208333333332,64.19285714285714,92.3,90.69999999999999,91.62857142857142,23.4,31.53333333333333,32.95714285714286,0.20978,0.17490666666666665,0.1765642857142857,0.2254,0.21236666666666668,0.20582857142857142,0.1826,0.1436,0.14512857142857144,9.55208,10.800693333333333,11.410118571428571,0.0,5.0,4.828571428571428,132.145,536.8450000000001,624.4328571428571,15.0
34,Cranford,198,2018-07-17,1352.345,33.13625,21.98748,33.914,9.262,64.59583,90.9,30.2,0.0,0.0,0.145,0.1535,0.1259,14.0875,7,2018,29,7.210334584580166,44.76646,36.81021000000001,33.30372142857143,19.6386,17.75360333333333,19.27084285714286,30.318,27.153000000000002,28.472857142857144,7.645,7.946333333333333,9.185571428571427,66.71667,66.17708333333333,65.50625,94.0,91.76666666666667,92.05714285714285,36.6,34.86666666666667,35.24285714285715,0.17476,0.1839333333333333,0.18110428571428572,0.1862,0.2218,0.21028571428571433,0.1514,0.15233333333333332,0.14897142857142856,12.28333,10.530553333333332,11.739582857142858,0.0,5.0,4.828571428571428,592.195,592.1150000000001,662.8007142857143,15.0
35,Cranford,199,2018-07-18,1505.855,22.36625,21.46408,30.697,14.361,63.20625,87.4,42.4,2.0,1.0,0.12415,0.131,0.1129,13.76458,7,2018,29,7.317779976346318,33.13625,40.55944666666667,31.76119142857143,21.98748,19.88436666666667,19.75179,33.914,30.825666666666667,29.511142857142858,9.262,7.847666666666666,9.055428571428573,64.59583,64.52152666666666,64.48125,90.9,92.39999999999999,92.04285714285713,30.2,30.066666666666666,33.32857142857143,0.145,0.17651333333333333,0.17471857142857145,0.1535,0.18836666666666665,0.1966857142857143,0.1259,0.1533,0.14917142857142857,14.0875,11.974303333333333,11.888987142857143,0.0,0.0,2.142857142857143,1352.345,692.2283333333335,816.5114285714286,0.0
36,Cranford,200,2018-07-19,1518.08,34.91417,21.14448,31.535,12.678,66.44792,93.7,36.2,15.0,1.0,0.20228,0.2814,0.131,13.84583,7,2018,29,7.325860167436737,22.36625,33.422986666666674,30.749375714285716,21.46408,21.03005333333333,20.036092857142854,30.697,31.643,30.124714285714287,14.361,10.422666666666666,9.534857142857144,63.20625,64.83958333333332,64.14107142857144,87.4,90.76666666666667,91.05714285714286,42.4,36.4,33.57142857142857,0.12415,0.14797,0.16335571428571427,0.131,0.15689999999999998,0.18444285714285716,0.1129,0.13006666666666666,0.13952857142857145,13.76458,13.37847,12.127081428571428,2.0,0.6666666666666666,2.4285714285714284,1505.855,1150.131666666667,964.1285714285715,2.0
37,Cranford,201,2018-07-20,468.065,27.59917,20.50071,29.64,11.759,60.32917,90.4,33.3,0.0,0.0,0.17784,0.1964,0.1477,11.68958,7,2018,29,6.150741351593725,34.91417,30.138890000000007,31.90672714285714,21.14448,21.532013333333335,20.132571428571428,31.535,32.04866666666667,30.276999999999997,12.678,12.100333333333333,10.100714285714286,66.44792,64.74999999999999,64.47470285714286,93.7,90.66666666666667,91.15714285714286,36.2,36.266666666666666,34.285714285714285,0.20228,0.15714333333333333,0.16727285714285717,0.2814,0.18863333333333332,0.19845714285714286,0.131,0.12326666666666668,0.136,13.84583,13.899303333333334,12.340474285714285,15.0,5.666666666666667,4.571428571428571,1518.08,1458.7600000000002,939.8585714285715,17.0
38,Cranford,202,2018-07-21,1461.815,35.34313,17.95315,29.115,7.066,60.10625,92.9,26.8,0.0,0.0,0.13826,0.1485,0.1201,8.75417,7,2018,29,7.28811794052946,27.59917,28.293196666666677,32.63521,20.50071,21.036423333333335,19.765365714285714,29.64,30.624,29.606428571428573,11.759,12.932666666666668,10.271285714285714,60.32917,63.32777999999999,64.73006,90.4,90.5,91.10000000000001,33.3,37.3,35.24285714285714,0.17784,0.16809,0.17158142857142858,0.1964,0.2029333333333333,0.20395714285714286,0.1477,0.13053333333333333,0.1392142857142857,11.68958,13.099996666666668,12.13987857142857,0.0,5.666666666666667,4.571428571428571,468.065,1164.0000000000002,945.8128571428571,17.0
