,Station Name,Date (Local Standard Time),Air Temp. Min. (�C),Air Temp. Max. (�C),Air Temp. Avg. (�C),Humidity Avg. (%),Precip. (mm),Wind Speed 10 m Avg. (km/h),Frost Probability 0�C (%)
142,Lethbridge CDA,21-October-2018,-2.8,13.7,4.8,69.0,0.0,7.7,100.0
143,Lethbridge CDA,22-October-2018,-6.0,17.2,4.2,67.2,0.0,9.9,100.0
144,Lethbridge CDA,23-October-2018,-3.8,19.8,7.1,65.2,0.0,6.4,100.0
145,Lethbridge CDA,24-October-2018,7.2,19.0,13.3,43.6,0.0,26.9,100.0
146,Lethbridge CDA,25-October-2018,7.4,15.5,11.4,46.2,0.0,26.0,100.0
147,Lethbridge CDA,26-October-2018,3.6,18.2,11.4,56.8,0.0,18.9,100.0
148,Lethbridge CDA,27-October-2018,2.2,15.7,9.2,49.2,0.0,19.9,100.0
149,Lethbridge CDA,28-October-2018,-0.4,17.9,7.4,57.2,0.0,13.9,100.0
150,Lethbridge CDA,29-October-2018,4.5,12.3,7.7,49.5,0.0,19.6,100.0
151,Lethbridge CDA,30-October-2018,2.9,14.2,7.3,48.5,0.0,18.0,100.0
152,Lethbridge CDA,31-October-2018,3.3,11.2,7.0,50.5,0.0,23.9,100.0
153,Lethbridge CDA,01-November-2018,2.6,7.8,4.9,65.0,0.0,16.9,100.0
154,Lethbridge CDA,02-November-2018,1.1,12.9,4.8,86.6,1.2,17.8,100.0
155,Lethbridge CDA,03-November-2018,-0.5,13.0,5.3,76.2,0.6,15.4,100.0
156,Lethbridge CDA,04-November-2018,0.5,12.9,8.5,60.5,0.7,27.1,100.0
157,Lethbridge CDA,05-November-2018,-5.2,1.0,-2.5,81.0,0.3,12.3,100.0
158,Lethbridge CDA,06-November-2018,-8.4,-5.2,-6.8,82.1,0.0,6.4,100.0
159,Lethbridge CDA,07-November-2018,-14.3,-2.6,-8.6,87.5,1.5,6.1,100.0
160,Lethbridge CDA,08-November-2018,-14.9,-1.6,-9.4,76.9,0.0,8.8,100.0
161,Lethbridge CDA,09-November-2018,-14.4,5.2,-1.4,72.2,2.3,20.3,100.0
162,Lethbridge CDA,10-November-2018,-1.7,2.5,0.5,87.0,3.8,15.4,100.0
163,Lethbridge CDA,11-November-2018,-11.2,0.1,-3.6,91.7,1.0,8.2,100.0
164,Lethbridge CDA,12-November-2018,-12.8,5.2,-1.2,72.5,0.3,16.2,100.0
165,Lethbridge CDA,13-November-2018,1.3,9.9,6.6,45.8,0.5,33.7,100.0
166,Lethbridge CDA,14-November-2018,5.7,10.9,8.1,42.6,0.0,37.4,100.0
167,Lethbridge CDA,15-November-2018,5.3,10.3,7.5,49.9,0.0,26.8,100.0
168,Lethbridge CDA,16-November-2018,-14.0,8.3,-4.8,83.1,0.0,22.1,100.0
169,Lethbridge CDA,17-November-2018,-18.1,1.5,-7.5,71.0,0.7,14.5,100.0
170,Lethbridge CDA,18-November-2018,-2.8,6.1,2.7,67.8,0.0,16.0,100.0
171,Lethbridge CDA,19-November-2018,-2.5,11.9,4.2,66.2,0.3,14.9,100.0
172,Lethbridge CDA,20-November-2018,2.1,14.2,8.2,44.4,0.0,23.0,100.0
173,Lethbridge CDA,21-November-2018,2.3,10.0,6.5,41.5,0.0,19.8,100.0
174,Lethbridge CDA,22-November-2018,0.9,11.7,6.3,57.2,0.0,18.3,100.0
175,Lethbridge CDA,23-November-2018,-0.6,9.6,3.4,68.5,0.0,13.9,100.0
176,Lethbridge CDA,24-November-2018,-8.9,0.4,-3.7,92.1,0.5,11.7,100.0
177,Lethbridge CDA,25-November-2018,-10.1,7.2,-1.2,71.8,0.2,8.4,100.0
178,Lethbridge CDA,26-November-2018,-1.8,9.9,6.3,53.7,0.3,28.9,100.0
179,Lethbridge CDA,27-November-2018,6.6,12.7,9.4,54.7,0.3,35.2,100.0
180,Lethbridge CDA,28-November-2018,4.7,10.8,7.4,50.0,0.0,29.2,100.0
181,Lethbridge CDA,29-November-2018,-3.8,8.9,2.4,66.0,0.0,10.9,100.0
182,Lethbridge CDA,30-November-2018,-5.4,3.0,-1.9,80.1,0.0,5.7,100.0
183,Lethbridge CDA,01-December-2018,-4.6,-1.6,-3.0,93.7,2.2,7.6,100.0
184,Lethbridge CDA,02-December-2018,-11.8,-0.1,-4.9,94.3,1.3,7.8,100.0
185,Lethbridge CDA,03-December-2018,-11.7,-2.2,-5.5,90.2,0.0,6.9,100.0
186,Lethbridge CDA,04-December-2018,-14.7,1.0,-3.6,64.2,0.3,20.2,100.0
187,Lethbridge CDA,05-December-2018,-17.8,-2.2,-8.2,80.0,0.0,12.9,100.0
188,Lethbridge CDA,06-December-2018,-18.2,-3.5,-11.8,72.0,0.0,9.6,100.0
189,Lethbridge CDA,07-December-2018,-16.1,1.9,-5.6,53.7,0.0,17.2,100.0
190,Lethbridge CDA,08-December-2018,-5.7,2.9,-1.4,55.9,0.2,22.0,100.0
191,Lethbridge CDA,09-December-2018,-1.8,6.2,2.6,56.3,0.5,31.6,100.0
192,Lethbridge CDA,10-December-2018,1.9,7.2,4.7,54.5,0.0,33.3,100.0
193,Lethbridge CDA,11-December-2018,0.4,5.8,3.0,54.2,0.0,24.6,100.0
194,Lethbridge CDA,12-December-2018,0.0,6.4,2.9,59.2,0.0,24.1,100.0
195,Lethbridge CDA,13-December-2018,1.0,6.3,4.0,51.5,0.0,22.3,100.0
196,Lethbridge CDA,14-December-2018,-0.1,11.4,6.0,45.2,0.0,16.3,100.0
197,Lethbridge CDA,15-December-2018,-5.4,6.4,3.5,52.5,0.0,30.5,100.0
198,Lethbridge CDA,16-December-2018,-7.1,11.2,2.0,65.2,0.0,10.1,100.0
199,Lethbridge CDA,17-December-2018,-0.6,11.6,5.8,57.1,0.0,19.1,100.0
200,Lethbridge CDA,18-December-2018,-1.2,10.3,4.9,61.2,0.0,21.5,100.0
201,Lethbridge CDA,19-December-2018,3.9,8.7,5.4,48.5,0.0,32.5,100.0
202,Lethbridge CDA,20-December-2018,0.4,9.6,4.9,55.4,0.3,20.5,100.0
203,Lethbridge CDA,21-December-2018,-5.2,6.4,2.2,57.1,0.0,28.3,100.0
204,Lethbridge CDA,22-December-2018,-8.0,2.5,-2.4,48.9,0.0,12.5,100.0
205,Lethbridge CDA,23-December-2018,-3.8,5.6,1.2,50.5,0.0,22.4,100.0
206,Lethbridge CDA,24-December-2018,-10.0,-3.8,-7.7,83.8,0.0,6.1,100.0
207,Lethbridge CDA,25-December-2018,-11.7,-6.3,-9.7,93.9,0.0,3.4,100.0
208,Lethbridge CDA,26-December-2018,-11.6,-3.2,-6.8,96.5,0.0,5.8,100.0
209,Lethbridge CDA,27-December-2018,-9.4,-6.7,-7.3,94.8,0.0,4.8,100.0
210,Lethbridge CDA,28-December-2018,-8.9,1.4,-3.2,64.1,0.0,23.3,100.0
211,Lethbridge CDA,29-December-2018,0.5,9.6,4.7,51.9,0.2,33.4,100.0
212,Lethbridge CDA,30-December-2018,-13.8,6.1,-5.8,90.0,1.3,19.7,100.0
213,Lethbridge CDA,31-December-2018,-22.1,-10.8,-15.5,82.5,0.3,11.0,100.0
214,Lethbridge CDA,01-January-2019,-11.4,1.0,-2.5,68.2,2.0,27.7,100.0
215,Lethbridge CDA,02-January-2019,0.0,7.6,4.6,61.5,0.7,41.9,100.0
216,Lethbridge CDA,03-January-2019,5.3,10.1,7.2,57.6,0.0,31.0,100.0
217,Lethbridge CDA,04-January-2019,3.6,9.4,6.4,55.7,0.8,31.6,100.0
218,Lethbridge CDA,05-January-2019,-5.2,5.7,1.2,66.2,0.0,14.0,100.0
219,Lethbridge CDA,06-January-2019,-4.2,8.4,1.7,62.9,0.0,20.3,100.0
220,Lethbridge CDA,07-January-2019,-12.6,0.8,-5.9,80.7,0.0,9.2,100.0
221,Lethbridge CDA,08-January-2019,-13.6,-2.6,-7.2,67.0,0.0,11.4,100.0
222,Lethbridge CDA,09-January-2019,-6.9,11.7,0.6,68.5,0.0,9.0,100.0
223,Lethbridge CDA,10-January-2019,-9.0,11.2,3.5,65.4,0.0,19.6,100.0
224,Lethbridge CDA,11-January-2019,-9.2,9.4,0.3,64.5,0.0,12.9,100.0
225,Lethbridge CDA,12-January-2019,-3.4,15.8,6.8,32.1,0.0,16.6,100.0
226,Lethbridge CDA,13-January-2019,-6.3,9.4,0.7,49.0,0.0,8.3,100.0
227,Lethbridge CDA,14-January-2019,-6.9,11.7,-0.4,56.3,0.0,8.8,100.0
228,Lethbridge CDA,15-January-2019,-11.1,2.0,-4.8,81.8,0.0,7.9,100.0
229,Lethbridge CDA,16-January-2019,-11.1,-5.3,-7.9,96.2,0.0,4.6,100.0
230,Lethbridge CDA,17-January-2019,-14.2,-7.3,-11.6,92.7,3.8,8.8,100.0
231,Lethbridge CDA,18-January-2019,-19.2,-8.8,-14.0,89.5,2.1,6.3,100.0
232,Lethbridge CDA,19-January-2019,-20.0,6.0,-7.1,75.3,1.0,14.1,100.0
233,Lethbridge CDA,20-January-2019,-5.0,2.9,-1.1,70.4,0.0,10.7,100.0
234,Lethbridge CDA,21-January-2019,-12.4,2.5,-4.9,76.8,0.0,7.6,100.0
235,Lethbridge CDA,22-January-2019,-12.0,3.3,-0.8,61.2,0.0,35.9,100.0
236,Lethbridge CDA,23-January-2019,-18.0,1.4,-5.9,81.2,1.2,15.6,100.0
237,Lethbridge CDA,24-January-2019,-23.5,0.6,-9.5,78.2,1.1,10.0,100.0
238,Lethbridge CDA,25-January-2019,-13.2,5.3,-0.8,73.0,0.2,13.5,100.0
239,Lethbridge CDA,26-January-2019,-1.4,10.4,5.1,60.7,0.0,27.5,100.0
240,Lethbridge CDA,27-January-2019,-3.1,11.0,4.1,65.1,1.3,31.9,100.0
241,Lethbridge CDA,28-January-2019,-7.7,0.3,-3.9,65.4,0.0,12.2,100.0
242,Lethbridge CDA,29-January-2019,-12.7,0.2,-7.4,77.2,0.0,7.2,100.0
243,Lethbridge CDA,30-January-2019,-10.1,7.5,1.1,54.0,0.2,16.8,100.0
244,Lethbridge CDA,31-January-2019,0.5,9.2,5.6,54.2,0.0,27.5,100.0
245,Lethbridge CDA,01-February-2019,-12.5,9.2,-4.7,81.5,0.0,15.0,100.0
246,Lethbridge CDA,02-February-2019,-19.7,-12.3,-16.0,83.0,0.0,16.0,100.0
247,Lethbridge CDA,03-February-2019,-25.4,-19.6,-22.8,71.3,0.3,15.3,100.0
248,Lethbridge CDA,04-February-2019,-28.2,-22.8,-25.0,71.9,0.5,6.3,100.0
249,Lethbridge CDA,05-February-2019,-26.4,-19.5,-22.8,70.4,0.3,8.8,100.0
250,Lethbridge CDA,06-February-2019,-30.8,-18.8,-23.7,69.7,0.0,6.9,100.0
251,Lethbridge CDA,07-February-2019,-32.8,-17.7,-25.9,69.5,0.0,4.4,100.0
252,Lethbridge CDA,08-February-2019,-23.0,-17.5,-20.4,79.2,1.2,14.4,100.0
253,Lethbridge CDA,09-February-2019,-27.2,-22.0,-24.6,74.0,0.3,11.4,100.0
254,Lethbridge CDA,10-February-2019,-32.1,-20.6,-26.0,71.5,0.2,6.6,100.0
255,Lethbridge CDA,11-February-2019,-25.7,-18.5,-22.7,70.4,0.5,7.1,100.0
256,Lethbridge CDA,12-February-2019,-27.1,-16.2,-20.9,72.6,0.3,5.4,100.0
257,Lethbridge CDA,13-February-2019,-24.9,-16.2,-20.7,75.7,0.5,4.9,100.0
258,Lethbridge CDA,14-February-2019,-30.3,-14.7,-23.0,73.0,0.0,6.2,100.0
259,Lethbridge CDA,15-February-2019,-20.7,-16.3,-17.7,81.7,3.8,7.8,100.0
260,Lethbridge CDA,16-February-2019,-17.1,-15.4,-16.2,80.7,0.8,20.2,100.0
261,Lethbridge CDA,17-February-2019,-26.3,-15.6,-18.7,75.7,0.0,12.0,100.0
262,Lethbridge CDA,18-February-2019,-30.9,-15.3,-22.9,71.5,0.0,8.5,100.0
263,Lethbridge CDA,19-February-2019,-15.3,-3.3,-9.2,65.0,0.0,20.1,100.0
264,Lethbridge CDA,20-February-2019,-10.7,-3.8,-6.7,90.8,1.2,15.3,100.0
265,Lethbridge CDA,21-February-2019,-23.1,-9.8,-14.7,80.4,0.0,12.2,100.0
266,Lethbridge CDA,22-February-2019,-20.2,0.6,-5.6,61.9,0.3,23.3,100.0
267,Lethbridge CDA,23-February-2019,-21.2,-2.9,-13.1,82.1,0.0,15.4,100.0
268,Lethbridge CDA,24-February-2019,-29.2,-15.1,-21.3,77.6,0.0,4.7,100.0
269,Lethbridge CDA,25-February-2019,-34.5,-19.6,-26.8,74.9,0.8,4.8,100.0
270,Lethbridge CDA,26-February-2019,-26.2,-15.0,-21.1,71.8,1.0,8.6,100.0
271,Lethbridge CDA,27-February-2019,-24.8,-5.5,-14.4,59.4,0.2,10.3,100.0
272,Lethbridge CDA,28-February-2019,-13.5,-3.2,-7.5,71.2,0.0,8.7,100.0
273,Lethbridge CDA,01-March-2019,-27.1,-7.4,-16.4,85.5,1.0,14.4,100.0
274,Lethbridge CDA,02-March-2019,-36.8,-17.9,-26.9,72.6,0.0,5.6,100.0
275,Lethbridge CDA,03-March-2019,-32.0,-14.7,-23.8,63.1,0.0,11.1,100.0
276,Lethbridge CDA,04-March-2019,-28.9,-9.2,-19.8,59.8,0.0,10.9,100.0
277,Lethbridge CDA,05-March-2019,-23.8,-4.1,-16.4,62.5,0.0,8.0,100.0
278,Lethbridge CDA,06-March-2019,-25.0,-12.3,-17.0,79.6,0.0,7.1,100.0
279,Lethbridge CDA,07-March-2019,-16.0,4.6,-7.1,70.7,0.3,17.4,100.0
280,Lethbridge CDA,08-March-2019,-11.4,2.4,-4.6,62.9,0.0,15.3,100.0
281,Lethbridge CDA,09-March-2019,-11.4,0.6,-6.0,72.0,0.0,9.5,100.0
282,Lethbridge CDA,10-March-2019,-20.8,2.9,-7.3,71.0,0.0,11.6,100.0
283,Lethbridge CDA,11-March-2019,-1.0,6.5,2.5,49.3,0.0,41.0,100.0
284,Lethbridge CDA,12-March-2019,-0.6,4.8,2.4,67.8,0.5,17.3,100.0
285,Lethbridge CDA,13-March-2019,-5.6,3.3,-0.6,76.3,0.0,8.3,100.0
286,Lethbridge CDA,14-March-2019,-7.9,5.0,-1.5,70.1,0.0,14.7,100.0
