,Location,JDay,Date,SsMean,MinTemp,MaxTemp,AvgTemp,AvgRH,Precip,AvgWindSpeed,month,year,YearWeek,AvgDP,logSsMean,AvgTemp_1,AvgTemp_3,AvgTemp_7,AvgRH_1,AvgRH_3,AvgRH_7,AvgDP_1,AvgDP_3,AvgDP_7,Precip_1,Precip_3,Precip_7,MaxTemp_1,MaxTemp_3,MaxTemp_7,MinTemp_1,MinTemp_3,MinTemp_7,SsMean_1,SsMean_3,SsMean_7,precip_3dTotal
10,Cranford,174,2018-06-23,139.66,12.0,22.2,17.2,80.3,1.1,15.7,6,2018,25,13.259999999999998,4.946345630879872,19.7,19.366666666666667,16.942857142857143,62.3,66.13333333333333,73.02857142857142,12.159999999999998,12.593333333333334,11.54857142857143,0.0,0.0,1.7571428571428573,27.4,27.166666666666668,23.25714285714286,12.2,11.566666666666665,11.128571428571428,530.525,235.33166666666668,235.195,0.0
11,Cranford,175,2018-06-24,32.55,12.4,27.1,20.2,73.2,0.0,9.3,6,2018,25,14.84,3.5130368634176907,17.2,19.166666666666668,17.614285714285714,80.3,68.96666666666665,71.74285714285713,13.259999999999998,12.959999999999999,11.962857142857143,1.1,0.3666666666666667,0.5142857142857143,22.2,26.266666666666666,23.842857142857145,12.0,12.633333333333333,11.242857142857142,139.66,263.0233333333333,235.37785714285718,1.1
14,Cranford,178,2018-06-27,165.34,4.9,24.8,16.1,51.4,0.0,18.2,6,2018,26,6.380000000000001,5.1140338864405415,20.2,19.033333333333335,18.24285714285714,73.2,71.93333333333332,72.61428571428571,14.84,13.42,12.765714285714285,0.0,0.3666666666666667,0.5142857142857143,27.1,25.566666666666663,24.599999999999998,12.4,12.199999999999998,11.914285714285713,32.55,234.245,217.95000000000002,1.1
15,Cranford,179,2018-06-28,260.955,8.9,21.7,16.1,57.7,0.0,13.3,6,2018,26,7.640000000000002,5.568172733284202,16.1,17.833333333333332,18.400000000000002,51.4,68.3,67.89999999999999,6.380000000000001,11.493333333333334,11.98,0.0,0.3666666666666667,0.15714285714285717,24.8,24.700000000000003,25.52857142857143,4.9,9.766666666666667,10.871428571428572,165.34,112.51666666666667,220.26500000000001,1.1
16,Cranford,180,2018-06-29,61.165,7.3,22.4,15.5,64.8,0.0,15.0,6,2018,26,8.459999999999999,4.129792140404901,16.1,17.466666666666665,18.242857142857144,57.7,60.76666666666667,65.85714285714285,7.640000000000002,9.620000000000003,11.414285714285715,0.0,0.0,0.15714285714285717,21.7,24.53333333333333,25.328571428571426,8.9,8.733333333333334,10.414285714285713,260.955,152.94833333333335,186.35714285714286,0.0
17,Cranford,181,2018-06-30,94.505,7.1,24.4,16.3,60.9,0.0,22.2,6,2018,26,8.48,4.559178602137099,15.5,15.9,17.914285714285715,64.8,57.96666666666666,64.85714285714286,8.459999999999999,7.493333333333335,10.885714285714286,0.0,0.0,0.15714285714285717,22.4,22.96666666666667,24.971428571428568,7.3,7.033333333333334,10.2,61.165,162.48666666666665,187.01142857142858,0.0
18,Cranford,182,2018-07-01,282.445,10.3,24.1,16.9,54.6,0.0,16.8,7,2018,26,7.8199999999999985,5.647018100819351,16.3,15.966666666666669,17.3,60.9,61.133333333333326,64.37142857142857,8.48,8.193333333333333,10.174285714285714,0.0,0.0,0.15714285714285717,24.4,22.833333333333332,24.285714285714285,7.1,7.766666666666667,9.257142857142856,94.505,138.875,183.52857142857144,0.0
19,Cranford,183,2018-07-02,27.375,5.6,16.9,11.9,78.0,10.6,10.8,7,2018,27,7.5,3.3455084758015667,16.9,16.233333333333334,16.9,54.6,60.1,63.271428571428565,7.8199999999999985,8.253333333333332,9.554285714285713,0.0,0.0,0.15714285714285717,24.1,23.633333333333336,23.814285714285713,10.3,8.233333333333333,8.985714285714286,282.445,146.03833333333333,148.0885714285714,0.0
20,Cranford,184,2018-07-03,19.485,6.8,18.4,12.0,79.9,0.9,13.5,7,2018,27,7.980000000000001,3.019692910998834,11.9,15.033333333333333,16.142857142857142,78.0,64.5,62.94285714285714,7.5,7.933333333333333,8.731428571428571,10.6,3.533333333333333,1.5142857142857142,16.9,21.8,23.057142857142857,5.6,7.666666666666667,8.071428571428571,27.375,134.77499999999998,132.04785714285714,10.6
21,Cranford,185,2018-07-04,215.725,9.2,21.5,15.4,72.4,1.3,13.2,7,2018,27,9.880000000000003,5.378629268754704,12.0,13.6,14.971428571428573,79.9,70.83333333333333,63.89999999999999,7.980000000000001,7.766666666666667,7.751428571428571,0.9,3.8333333333333335,1.6428571428571428,18.4,19.8,21.814285714285713,6.8,7.566666666666666,7.271428571428571,19.485,109.76833333333332,130.18142857142857,11.5
22,Cranford,186,2018-07-05,20.65,9.6,28.3,19.4,64.6,0.0,13.3,7,2018,27,12.319999999999997,3.075005454448499,15.4,13.1,14.87142857142857,72.4,76.76666666666667,66.9,9.880000000000003,8.453333333333335,8.251428571428573,1.3,4.266666666666667,1.8285714285714287,21.5,18.933333333333334,21.342857142857138,9.2,7.199999999999999,7.885714285714286,215.725,87.52833333333332,137.37928571428571,12.8
23,Cranford,187,2018-07-06,273.255,12.0,34.0,22.9,60.2,0.0,15.6,7,2018,27,14.94,5.614058330529712,19.4,15.6,15.342857142857143,64.6,72.3,67.88571428571429,12.319999999999997,10.06,8.92,0.0,0.7333333333333334,1.8285714285714287,28.3,22.733333333333334,22.285714285714285,9.6,8.533333333333333,7.985714285714285,20.65,85.28666666666666,103.05,2.2
24,Cranford,188,2018-07-07,1220.43,12.2,27.8,21.4,39.9,0.0,25.7,7,2018,27,9.379999999999999,7.107777582465452,22.9,19.233333333333334,16.400000000000002,60.2,65.73333333333333,67.22857142857143,14.94,12.38,9.845714285714285,0.0,0.4333333333333334,1.8285714285714287,34.0,27.933333333333337,23.942857142857143,12.0,10.266666666666666,8.657142857142857,273.255,169.87666666666667,133.34857142857143,1.3000000000000003
25,Cranford,189,2018-07-08,488.0,7.8,26.6,18.0,56.8,0.0,9.5,7,2018,27,9.36,6.192362489474872,21.4,21.23333333333333,17.128571428571426,39.9,54.9,64.22857142857143,9.379999999999999,12.213333333333333,9.974285714285713,0.0,0.0,1.8285714285714287,27.8,30.033333333333335,24.428571428571427,12.2,11.266666666666666,9.385714285714284,1220.43,504.77833333333336,294.19500000000005,0.0
26,Cranford,190,2018-07-09,323.62,7.7,32.5,20.4,54.4,0.0,9.7,7,2018,28,11.279999999999998,5.782655267476924,18.0,20.766666666666666,17.285714285714285,56.8,52.29999999999999,64.54285714285714,9.36,11.226666666666667,10.194285714285714,0.0,0.0,1.8285714285714287,26.6,29.46666666666667,24.785714285714285,7.8,10.666666666666666,9.028571428571428,488.0,660.5616666666666,323.56,0.0
27,Cranford,191,2018-07-10,276.37,10.3,27.2,18.8,67.1,0.3,14.8,7,2018,28,12.219999999999999,5.625352354952385,20.4,19.933333333333334,18.5,54.4,50.36666666666665,61.17142857142857,11.279999999999998,10.006666666666666,10.734285714285715,0.0,0.0,0.31428571428571433,32.5,28.96666666666667,27.014285714285712,7.7,9.233333333333333,9.328571428571427,323.62,677.35,365.8807142857143,0.0
28,Cranford,192,2018-07-11,472.535,10.6,27.0,20.0,57.5,0.0,14.9,7,2018,28,11.5,6.160225827528995,18.8,19.066666666666666,19.471428571428568,67.1,59.433333333333316,59.34285714285714,12.219999999999999,10.953333333333333,11.34,0.3,0.09999999999999999,0.22857142857142862,27.2,28.76666666666667,28.27142857142857,10.3,8.6,9.828571428571427,276.37,362.66333333333336,402.5785714285715,0.3
29,Cranford,193,2018-07-12,1687.97,8.3,30.1,20.3,59.0,0.0,11.2,7,2018,28,12.100000000000001,7.431874154660711,20.0,19.733333333333334,20.128571428571426,57.5,59.666666666666664,57.214285714285715,11.5,11.666666666666666,11.571428571428571,0.0,0.09999999999999999,0.04285714285714286,27.0,28.900000000000002,29.057142857142853,10.6,9.533333333333333,10.028571428571427,472.535,357.5083333333334,439.26571428571424,0.3
30,Cranford,194,2018-07-13,426.385,11.6,32.5,23.0,52.8,0.0,17.7,7,2018,28,13.559999999999999,6.057685246340299,20.3,19.7,20.25714285714286,59.0,61.19999999999999,56.41428571428571,12.100000000000001,11.94,11.540000000000001,0.0,0.09999999999999999,0.04285714285714286,30.1,28.099999999999998,29.314285714285717,8.3,9.733333333333333,9.842857142857143,1687.97,812.2916666666666,677.4542857142858,0.3
31,Cranford,195,2018-07-14,1052.005,10.5,22.1,15.9,63.2,0.0,18.2,7,2018,28,8.540000000000001,6.959403260460784,23.0,21.099999999999998,20.27142857142857,52.8,56.43333333333333,55.357142857142854,13.559999999999999,12.386666666666665,11.342857142857142,0.0,0.0,0.04285714285714286,32.5,29.866666666666664,29.099999999999998,11.6,10.166666666666666,9.785714285714286,426.385,862.2966666666667,699.33,0.0
32,Cranford,196,2018-07-15,132.145,6.3,29.2,18.5,52.8,0.0,10.3,7,2018,28,9.059999999999999,4.891438759921365,15.9,19.733333333333334,19.485714285714288,63.2,58.333333333333336,58.68571428571429,8.540000000000001,11.4,11.222857142857142,0.0,0.0,0.04285714285714286,22.1,28.23333333333333,28.285714285714285,10.5,10.133333333333333,9.542857142857143,1052.005,1055.4533333333334,675.2692857142857,0.0
33,Cranford,197,2018-07-16,592.195,6.5,31.9,20.0,57.0,0.0,6.6,7,2018,29,11.4,6.385523181367836,18.5,19.133333333333336,19.557142857142857,52.8,56.26666666666666,58.11428571428571,9.059999999999999,10.386666666666665,11.179999999999998,0.0,0.0,0.04285714285714286,29.2,27.933333333333334,28.657142857142855,6.3,9.466666666666667,9.328571428571427,132.145,536.8450000000001,624.4328571428571,0.0
34,Cranford,198,2018-07-17,1352.345,9.2,35.1,22.0,55.2,0.0,8.8,7,2018,29,13.040000000000001,7.210334584580166,20.0,18.133333333333336,19.5,57.0,57.666666666666664,58.48571428571428,11.4,9.666666666666668,11.197142857142856,0.0,0.0,0.04285714285714286,31.9,27.733333333333334,28.571428571428573,6.5,7.766666666666666,9.157142857142857,592.195,592.1150000000001,662.8007142857143,0.0
35,Cranford,199,2018-07-18,1505.855,15.1,30.1,22.0,55.8,1.2,18.5,7,2018,29,13.16,7.317779976346318,22.0,20.166666666666668,19.957142857142856,55.2,55.0,56.785714285714285,13.040000000000001,11.166666666666666,11.314285714285713,0.0,0.0,0.0,35.1,32.06666666666666,29.7,9.2,7.333333333333332,9.0,1352.345,692.2283333333335,816.5114285714286,0.0
36,Cranford,200,2018-07-19,1518.08,12.3,30.6,21.2,60.9,0.7,11.2,7,2018,29,13.379999999999999,7.325860167436737,22.0,21.333333333333332,20.24285714285714,55.8,56.0,56.54285714285714,13.16,12.533333333333333,11.551428571428572,1.2,0.39999999999999997,0.17142857142857143,30.1,32.36666666666667,30.142857142857142,15.1,10.266666666666666,9.642857142857142,1505.855,1150.131666666667,964.1285714285715,1.2
37,Cranford,201,2018-07-20,468.065,10.9,31.3,21.6,51.3,0.0,13.5,7,2018,29,11.860000000000001,6.150741351593725,21.2,21.733333333333334,20.37142857142857,60.9,57.29999999999999,56.81428571428571,13.379999999999999,13.193333333333335,11.734285714285715,0.7,0.6333333333333333,0.2714285714285714,30.6,31.933333333333337,30.214285714285715,12.3,12.199999999999998,10.214285714285714,1518.08,1458.7600000000002,939.8585714285715,1.9
38,Cranford,202,2018-07-21,1461.815,6.4,29.1,18.0,53.8,0.0,12.6,7,2018,29,8.76,7.28811794052946,21.6,21.599999999999998,20.17142857142857,51.3,55.99999999999999,56.6,11.860000000000001,12.800000000000002,11.491428571428571,0.0,0.6333333333333333,0.2714285714285714,31.3,30.666666666666668,30.04285714285714,10.9,12.766666666666666,10.114285714285714,468.065,1164.0000000000002,945.8128571428571,1.9
39,Cranford,203,2018-07-22,1431.035,6.0,25.3,16.5,56.1,0.1,15.9,7,2018,29,7.720000000000001,7.266851788562688,18.0,20.266666666666666,20.471428571428568,53.8,55.33333333333332,55.25714285714285,8.76,11.333333333333334,11.522857142857145,0.0,0.2333333333333333,0.2714285714285714,29.1,30.333333333333332,31.04285714285714,6.4,9.866666666666665,9.528571428571428,1461.815,1149.3200000000002,1004.3571428571429,0.7
40,Cranford,204,2018-07-23,1415.935,6.0,28.9,18.1,59.3,1.8,15.7,7,2018,30,9.96,7.2562513670789155,16.5,18.7,20.185714285714283,56.1,53.73333333333333,55.728571428571435,7.720000000000001,9.446666666666667,11.331428571428573,0.1,0.03333333333333333,0.2857142857142857,25.3,28.566666666666663,30.485714285714288,6.0,7.766666666666666,9.485714285714284,1431.035,1120.3050000000003,1189.9128571428573,0.1
41,Cranford,205,2018-07-24,120.825,12.3,22.9,16.5,79.4,1.8,11.1,7,2018,30,12.38,4.80258558872957,18.1,17.533333333333335,19.914285714285715,59.3,56.4,56.057142857142864,9.96,8.813333333333334,11.125714285714285,1.8,0.6333333333333334,0.5428571428571428,28.9,27.766666666666666,30.057142857142857,6.0,6.133333333333333,9.414285714285713,1415.935,1436.261666666667,1307.59,1.9000000000000001
42,Cranford,206,2018-07-25,48.3,10.9,23.8,16.8,72.4,0.0,7.3,7,2018,30,11.280000000000001,3.8979240810486444,16.5,17.033333333333335,19.12857142857143,79.4,64.93333333333332,59.51428571428571,12.38,10.020000000000001,11.031428571428574,1.8,1.2333333333333334,0.7999999999999999,22.9,25.7,28.314285714285713,12.3,8.1,9.857142857142858,120.825,989.2650000000002,1131.6585714285716,3.7
43,Cranford,207,2018-07-26,628.365,8.7,26.1,17.5,67.1,1.7,7.9,7,2018,30,10.919999999999998,6.444711374568048,16.8,17.133333333333336,18.385714285714283,72.4,70.36666666666666,61.885714285714286,11.280000000000001,11.206666666666669,10.762857142857143,0.0,1.2,0.6285714285714287,23.8,25.2,27.414285714285715,10.9,9.733333333333333,9.257142857142856,48.3,528.3533333333335,923.4364285714286,3.6
44,Cranford,208,2018-07-27,237.73,6.9,25.9,16.9,68.5,0.1,7.6,7,2018,30,10.599999999999998,5.47533320621846,17.5,16.933333333333334,17.857142857142858,67.1,72.96666666666667,62.771428571428565,10.919999999999998,11.526666666666669,10.411428571428571,1.7,1.1666666666666667,0.7714285714285715,26.1,24.266666666666666,26.771428571428572,8.7,10.633333333333333,8.742857142857144,628.365,265.83000000000015,796.3342857142858,3.5
45,Cranford,209,2018-07-28,773.69,9.4,26.9,19.0,63.7,0.0,7.2,7,2018,30,11.74,6.6524629493320075,16.9,17.066666666666666,17.185714285714287,68.5,69.33333333333333,65.22857142857143,10.599999999999998,10.933333333333332,10.231428571428571,0.1,0.6,0.7857142857142857,25.9,25.266666666666666,26.0,6.9,8.833333333333332,8.17142857142857,237.73,304.79833333333346,763.4292857142857,1.8
46,Cranford,210,2018-07-29,557.59,8.6,29.7,19.2,61.3,0.0,10.1,7,2018,30,11.459999999999999,6.325415751453234,19.0,17.8,17.32857142857143,63.7,66.43333333333332,66.64285714285714,11.74,11.086666666666666,10.657142857142857,0.0,0.6,0.7857142857142857,26.9,26.299999999999997,25.685714285714287,9.4,8.333333333333332,8.6,773.69,546.5950000000001,665.1257142857143,1.8
47,Cranford,211,2018-07-30,4895.215,8.6,34.5,22.2,52.0,0.0,12.6,7,2018,31,12.6,8.49621773662669,19.2,18.366666666666664,17.714285714285715,61.3,64.5,67.38571428571429,11.459999999999999,11.266666666666666,11.191428571428572,0.0,0.03333333333333333,0.7714285714285715,29.7,27.499999999999996,26.314285714285713,8.6,8.299999999999999,8.971428571428572,557.59,523.0033333333336,540.3478571428572,0.1
48,Cranford,212,2018-07-31,4246.09,14.0,29.0,21.6,62.2,0.0,11.7,7,2018,31,14.040000000000003,8.35398932151798,22.2,20.133333333333333,18.3,52.0,59.0,66.34285714285714,12.6,11.933333333333332,11.56857142857143,0.0,0.0,0.5142857142857142,34.5,30.366666666666664,27.11428571428571,8.6,8.866666666666665,9.342857142857143,4895.215,2075.4983333333334,1037.3878571428572,0.0
49,Cranford,213,2018-08-01,315.64,12.8,33.7,22.2,60.6,0.0,9.1,8,2018,31,14.32,5.757765481854255,21.6,21.0,19.02857142857143,62.2,58.5,63.88571428571429,14.040000000000003,12.700000000000001,11.805714285714286,0.0,0.0,0.2571428571428572,29.0,31.066666666666663,27.985714285714284,14.0,10.399999999999999,9.585714285714285,4246.09,3232.965,1626.7114285714285,0.0
50,Cranford,214,2018-08-02,1783.1,12.4,32.7,21.9,52.6,0.0,12.1,8,2018,31,12.419999999999998,7.486669365380657,22.2,22.0,19.8,60.6,58.26666666666666,62.199999999999996,14.32,13.653333333333336,12.239999999999998,0.0,0.0,0.2571428571428572,33.7,32.4,29.400000000000002,12.8,11.799999999999997,9.857142857142858,315.64,3152.315,1664.9028571428573,0.0
51,Cranford,215,2018-08-03,7635.445,9.0,29.6,19.2,53.1,0.0,18.6,8,2018,31,9.82,8.940687459732223,21.9,21.900000000000002,20.428571428571427,52.6,58.46666666666666,60.12857142857143,12.419999999999998,13.593333333333334,12.454285714285714,0.0,0.0,0.014285714285714287,32.7,31.8,30.342857142857145,12.4,13.066666666666665,10.385714285714286,1783.1,2114.9433333333336,1829.865,0.0
52,Cranford,216,2018-08-04,1322.87,9.6,25.4,17.3,61.1,0.0,19.3,8,2018,31,9.520000000000001,7.1883145443650855,19.2,21.099999999999998,20.75714285714286,53.1,55.43333333333333,57.92857142857143,9.82,12.186666666666667,12.342857142857142,0.0,0.0,0.0,29.6,32.0,30.871428571428574,9.0,11.399999999999999,10.685714285714285,7635.445,3244.728333333334,2886.6814285714286,0.0
53,Cranford,217,2018-08-05,647.14,11.3,24.5,17.2,72.9,0.1,12.4,8,2018,31,11.780000000000001,6.474106722399684,17.3,19.466666666666665,20.514285714285712,61.1,55.6,57.55714285714286,9.520000000000001,10.586666666666668,12.025714285714287,0.0,0.0,0.0,25.4,29.23333333333333,30.657142857142855,9.6,10.333333333333332,10.714285714285714,1322.87,3580.471666666667,2965.1357142857146,0.0
54,Cranford,218,2018-08-06,14.315,8.6,32.0,20.4,56.4,0.0,10.7,8,2018,32,11.679999999999998,2.7288327402847385,17.2,17.900000000000002,20.228571428571428,72.9,62.36666666666667,59.214285714285715,11.780000000000001,10.373333333333335,12.071428571428571,0.1,0.03333333333333333,0.014285714285714287,24.5,26.5,29.914285714285715,11.3,9.966666666666665,11.099999999999998,647.14,3201.818333333333,2977.9285714285716,0.1
55,Cranford,219,2018-08-07,1169.38,9.7,32.9,21.5,50.4,0.0,12.5,8,2018,32,11.58,7.065083761384927,20.4,18.3,19.97142857142857,56.4,63.46666666666667,59.84285714285715,11.679999999999998,10.993333333333334,11.94,0.0,0.03333333333333333,0.014285714285714287,32.0,27.299999999999997,29.557142857142857,8.6,9.833333333333334,11.1,14.315,661.441666666667,2280.657142857143,0.1
56,Cranford,220,2018-08-08,6030.24,9.5,32.8,20.4,55.3,0.0,7.7,8,2018,32,11.459999999999997,8.704707907054834,21.5,19.7,19.957142857142856,50.4,59.9,58.15714285714286,11.58,11.68,11.588571428571427,0.0,0.03333333333333333,0.014285714285714287,32.9,29.799999999999997,30.114285714285717,9.7,9.866666666666665,10.485714285714286,1169.38,610.2783333333336,1841.1271428571429,0.1
57,Cranford,221,2018-08-09,2845.845,11.0,36.3,23.0,48.8,0.0,11.5,8,2018,32,12.76,7.953966642522327,20.4,20.766666666666666,19.699999999999996,55.3,54.033333333333324,57.4,11.459999999999997,11.573333333333332,11.179999999999998,0.0,0.0,0.014285714285714287,32.8,32.56666666666666,29.985714285714284,9.5,9.266666666666666,10.014285714285716,6030.24,2404.6450000000004,2657.4985714285713,0.0
58,Cranford,222,2018-08-10,22112.055,14.3,40.8,26.7,38.4,0.0,11.9,8,2018,32,14.379999999999999,10.003923437079015,23.0,21.633333333333336,19.857142857142858,48.8,51.49999999999999,56.857142857142854,12.76,11.933333333333332,11.228571428571428,0.0,0.0,0.014285714285714287,36.3,33.99999999999999,30.5,11.0,10.066666666666665,9.814285714285715,2845.845,3348.4883333333332,2809.319285714286,0.0
59,Cranford,223,2018-08-11,7180.515,12.7,27.6,21.2,50.7,0.0,17.9,8,2018,32,11.34,8.879265642569829,26.7,23.366666666666664,20.928571428571427,38.4,47.49999999999999,54.75714285714286,14.379999999999999,12.866666666666665,11.879999999999999,0.0,0.0,0.014285714285714287,40.8,36.63333333333333,32.1,14.3,11.6,10.571428571428571,22112.055,10329.38,4877.4064285714285,0.0
60,Cranford,224,2018-08-12,6232.865,11.1,27.5,18.0,62.5,0.1,18.4,8,2018,32,10.5,8.737751804654879,21.2,23.633333333333336,21.485714285714284,50.7,45.96666666666666,53.271428571428565,11.34,12.826666666666668,12.139999999999999,0.0,0.0,0.014285714285714287,27.6,34.9,32.41428571428572,12.7,12.666666666666666,11.014285714285716,7180.515,10712.805,5714.212857142857,0.0
61,Cranford,225,2018-08-13,2421.49,8.6,21.9,14.7,62.4,0.1,9.5,8,2018,33,7.179999999999999,7.792551215789425,18.0,21.96666666666667,21.599999999999998,62.5,50.53333333333333,51.785714285714285,10.5,12.073333333333332,11.957142857142856,0.1,0.03333333333333333,0.014285714285714287,27.5,31.966666666666658,32.84285714285714,11.1,12.699999999999998,10.985714285714286,6232.865,11841.811666666666,6512.1735714285705,0.1
62,Cranford,226,2018-08-14,1196.23,6.6,30.2,18.5,52.2,0.0,9.8,8,2018,33,8.940000000000001,7.087765834134348,14.7,17.966666666666665,20.785714285714285,62.4,58.533333333333324,52.642857142857146,7.179999999999999,9.673333333333334,11.314285714285715,0.1,0.06666666666666667,0.028571428571428574,21.9,25.666666666666668,31.400000000000002,8.6,10.799999999999997,10.985714285714284,2421.49,5278.29,6856.055714285714,0.2
63,Cranford,227,2018-08-15,204.925,12.3,30.6,20.2,47.5,0.0,11.7,8,2018,33,9.7,5.327512024827312,18.5,17.066666666666666,20.357142857142858,52.2,59.03333333333333,52.9,8.940000000000001,8.873333333333333,10.937142857142858,0.0,0.06666666666666667,0.028571428571428574,30.2,26.53333333333333,31.014285714285712,6.6,8.766666666666666,10.542857142857143,1196.23,3283.5283333333336,6859.891428571428,0.2
64,Cranford,228,2018-08-16,1829.825,8.3,30.4,18.5,61.6,0.0,8.5,8,2018,33,10.82,7.512521963918941,20.2,17.8,20.32857142857143,47.5,54.03333333333333,51.785714285714285,9.7,8.606666666666667,10.685714285714283,0.0,0.03333333333333333,0.028571428571428574,30.6,27.566666666666663,30.7,12.3,9.166666666666666,10.942857142857141,204.925,1274.215,6027.703571428572,0.1
65,Cranford,229,2018-08-17,2435.495,10.7,33.4,22.2,45.9,0.0,12.3,8,2018,33,11.379999999999999,7.798315810157507,18.5,19.066666666666666,19.685714285714287,61.6,53.76666666666666,53.614285714285714,10.82,9.820000000000002,10.40857142857143,0.0,0.0,0.028571428571428574,30.4,30.399999999999995,29.857142857142858,8.3,9.066666666666666,10.557142857142855,1829.825,1076.9933333333333,5882.557857142857,0.0
66,Cranford,230,2018-08-18,5021.44,7.4,25.8,18.4,45.8,0.0,20.7,8,2018,33,7.559999999999999,8.521671150375822,22.2,20.3,19.04285714285714,45.9,51.666666666666664,54.68571428571429,11.379999999999999,10.633333333333335,9.98,0.0,0.0,0.028571428571428574,33.4,31.466666666666665,28.799999999999994,10.7,10.433333333333332,10.042857142857143,2435.495,1490.0816666666667,3071.6207142857143,0.0
