,Station Name,Date (Local Standard Time),Air Temp. Min. (�C),Air Temp. Max. (�C),Air Temp. Avg. (�C),Humidity Avg. (%),Precip. (mm),Wind Speed 10 m Avg. (km/h),Frost Probability 0�C (%)
114,Barnwell AGDM,23-September-2018,3.2,9.5,5.5,88.7,0.0,8.7,59.3
115,Barnwell AGDM,24-September-2018,3.2,15.5,7.9,81.5,4.7,13.6,66.1
116,Barnwell AGDM,25-September-2018,3.8,18.4,10.0,68.3,0.1,12.8,67.8
117,Barnwell AGDM,26-September-2018,3.7,19.0,11.1,63.9,0.2,11.7,69.5
118,Barnwell AGDM,27-September-2018,4.3,9.3,6.2,93.2,10.4,11.1,74.6
119,Barnwell AGDM,28-September-2018,1.2,8.4,5.1,83.6,0.1,7.1,78.0
120,Barnwell AGDM,29-September-2018,-2.3,6.3,3.5,70.6,0.0,16.7,81.4
121,Barnwell AGDM,30-September-2018,-3.1,0.8,-1.1,83.4,0.8,13.2,84.7
122,Barnwell AGDM,01-October-2018,-1.6,4.8,2.1,87.8,0.0,11.5,86.4
123,Barnwell AGDM,02-October-2018,-1.9,2.1,0.3,92.6,4.1,14.5,86.4
124,Barnwell AGDM,03-October-2018,-5.0,4.5,-0.4,83.6,1.2,10.9,89.8
125,Barnwell AGDM,04-October-2018,-1.7,5.9,1.5,82.2,0.0,9.2,91.5
126,Barnwell AGDM,05-October-2018,-5.5,13.4,3.6,70.1,0.0,10.6,94.9
127,Barnwell AGDM,06-October-2018,-1.8,13.6,4.3,72.1,0.0,7.1,96.6
128,Barnwell AGDM,07-October-2018,-4.5,13.7,4.3,70.2,0.0,9.3,96.6
129,Barnwell AGDM,08-October-2018,-5.9,4.6,-0.9,95.4,0.4,14.2,96.6
130,Barnwell AGDM,09-October-2018,-3.2,-0.2,-1.8,96.4,3.1,19.3,96.6
131,Barnwell AGDM,10-October-2018,-1.1,2.4,0.4,90.9,0.0,6.7,96.6
132,Barnwell AGDM,11-October-2018,-0.4,8.0,2.2,86.1,0.0,8.2,96.6
133,Barnwell AGDM,12-October-2018,1.1,17.6,7.8,63.5,0.6,34.0,96.6
134,Barnwell AGDM,13-October-2018,-2.1,1.7,-0.4,71.1,0.0,17.5,98.3
135,Barnwell AGDM,14-October-2018,-6.2,12.5,3.1,63.1,0.0,15.5,98.3
136,Barnwell AGDM,15-October-2018,4.7,20.4,11.1,45.5,0.0,19.8,98.3
137,Barnwell AGDM,16-October-2018,1.2,20.5,9.8,54.3,0.0,14.1,98.3
138,Barnwell AGDM,17-October-2018,-1.5,24.1,10.8,47.4,0.0,17.0,98.3
139,Barnwell AGDM,18-October-2018,1.8,19.9,9.8,44.0,0.0,12.6,98.3
140,Barnwell AGDM,19-October-2018,-2.6,16.1,5.9,61.7,0.0,9.7,100.0
141,Barnwell AGDM,20-October-2018,-0.3,24.9,10.9,48.2,0.0,17.5,100.0
142,Barnwell AGDM,21-October-2018,-5.8,14.2,2.6,69.8,0.0,7.0,100.0
143,Barnwell AGDM,22-October-2018,-7.3,16.6,3.2,64.1,0.0,13.7,100.0
144,Barnwell AGDM,23-October-2018,-5.3,21.8,6.8,60.4,0.0,8.6,100.0
145,Barnwell AGDM,24-October-2018,2.4,19.9,11.3,48.9,0.0,27.3,100.0
146,Barnwell AGDM,25-October-2018,2.7,17.6,9.9,49.1,0.0,26.9,100.0
147,Barnwell AGDM,26-October-2018,1.5,18.9,10.8,55.5,0.0,22.5,100.0
148,Barnwell AGDM,27-October-2018,-2.3,15.8,7.4,53.0,0.0,21.5,100.0
149,Barnwell AGDM,28-October-2018,-2.3,18.8,6.3,60.8,0.2,16.1,100.0
150,Barnwell AGDM,29-October-2018,-1.7,12.6,4.9,58.4,0.0,14.4,100.0
151,Barnwell AGDM,30-October-2018,-4.2,15.2,4.1,56.9,0.1,15.8,100.0
152,Barnwell AGDM,31-October-2018,0.1,12.3,4.9,55.7,0.0,22.6,100.0
153,Barnwell AGDM,01-November-2018,0.1,7.7,4.4,63.1,0.0,18.3,100.0
154,Barnwell AGDM,02-November-2018,0.1,12.8,4.2,81.9,0.4,24.2,100.0
155,Barnwell AGDM,03-November-2018,-3.2,14.1,4.3,71.4,0.0,14.8,100.0
156,Barnwell AGDM,04-November-2018,0.6,14.0,8.5,59.0,5.0,31.4,100.0
157,Barnwell AGDM,05-November-2018,-6.5,1.1,-2.9,69.9,0.0,18.4,100.0
158,Barnwell AGDM,06-November-2018,-9.7,-5.5,-7.8,75.5,0.2,7.0,100.0
159,Barnwell AGDM,07-November-2018,-14.8,-5.0,-9.5,81.2,1.6,7.9,100.0
160,Barnwell AGDM,08-November-2018,-16.1,-4.6,-11.5,76.0,0.0,11.2,100.0
161,Barnwell AGDM,09-November-2018,-12.4,5.9,-1.7,73.7,1.8,20.5,100.0
162,Barnwell AGDM,10-November-2018,-0.5,2.9,0.8,83.0,0.8,19.9,100.0
163,Barnwell AGDM,11-November-2018,-7.2,-0.2,-2.5,86.2,0.7,11.1,100.0
164,Barnwell AGDM,12-November-2018,-8.8,5.7,-1.6,76.8,0.0,15.7,100.0
165,Barnwell AGDM,13-November-2018,-1.3,11.5,5.2,52.3,0.0,33.0,100.0
166,Barnwell AGDM,14-November-2018,5.7,11.8,8.5,39.2,0.0,46.7,100.0
167,Barnwell AGDM,15-November-2018,-0.6,11.8,6.2,53.8,0.0,23.9,100.0
168,Barnwell AGDM,16-November-2018,-13.1,8.0,-5.1,79.7,1.1,22.3,100.0
169,Barnwell AGDM,17-November-2018,-18.3,-1.1,-9.8,74.0,0.0,11.9,100.0
170,Barnwell AGDM,18-November-2018,-7.7,5.9,1.1,76.0,0.5,16.0,100.0
171,Barnwell AGDM,19-November-2018,-0.9,11.1,3.0,76.5,0.0,15.6,100.0
172,Barnwell AGDM,20-November-2018,-1.6,14.6,4.7,60.8,0.1,18.5,100.0
173,Barnwell AGDM,21-November-2018,-2.4,11.3,4.3,53.0,0.0,20.7,100.0
174,Barnwell AGDM,22-November-2018,0.1,9.7,4.9,61.3,0.0,21.9,100.0
175,Barnwell AGDM,23-November-2018,-2.5,5.7,1.4,77.9,0.0,11.8,100.0
176,Barnwell AGDM,24-November-2018,-14.0,-0.5,-5.0,89.5,2.3,13.0,100.0
177,Barnwell AGDM,25-November-2018,-16.1,1.0,-8.9,85.2,0.0,5.5,100.0
178,Barnwell AGDM,26-November-2018,-13.1,9.0,-0.7,70.8,0.0,17.9,100.0
179,Barnwell AGDM,27-November-2018,7.1,13.0,9.6,52.8,0.0,41.8,100.0
180,Barnwell AGDM,28-November-2018,-0.1,11.8,5.7,55.3,0.0,25.8,100.0
181,Barnwell AGDM,29-November-2018,-5.0,7.4,-0.9,76.5,0.0,9.9,100.0
182,Barnwell AGDM,30-November-2018,-8.1,1.7,-4.1,84.7,0.0,7.2,100.0
183,Barnwell AGDM,01-December-2018,-5.7,-2.2,-4.4,92.6,3.7,8.6,100.0
184,Barnwell AGDM,02-December-2018,-12.3,-1.0,-5.5,90.0,1.0,8.7,100.0
185,Barnwell AGDM,03-December-2018,-13.5,-2.2,-7.2,89.9,0.0,8.3,100.0
186,Barnwell AGDM,04-December-2018,-16.6,0.3,-6.9,72.9,0.0,16.8,100.0
187,Barnwell AGDM,05-December-2018,-18.9,-2.3,-8.3,76.7,0.1,15.6,100.0
188,Barnwell AGDM,06-December-2018,-20.9,-6.6,-15.4,74.1,0.0,9.8,100.0
189,Barnwell AGDM,07-December-2018,-17.6,1.1,-8.1,61.9,0.0,15.8,100.0
190,Barnwell AGDM,08-December-2018,-14.2,2.0,-6.1,67.7,0.0,15.5,100.0
191,Barnwell AGDM,09-December-2018,-5.7,5.2,0.0,64.6,0.0,24.2,100.0
192,Barnwell AGDM,10-December-2018,-1.1,6.8,3.7,60.0,0.0,33.2,100.0
193,Barnwell AGDM,11-December-2018,-3.2,5.8,1.4,60.9,0.0,27.7,100.0
194,Barnwell AGDM,12-December-2018,-1.8,5.7,2.2,63.8,0.3,28.5,100.0
195,Barnwell AGDM,13-December-2018,-0.1,6.2,3.5,51.6,0.0,30.0,100.0
196,Barnwell AGDM,14-December-2018,1.1,8.8,4.9,49.1,0.0,21.5,100.0
197,Barnwell AGDM,15-December-2018,-6.5,7.4,2.7,54.9,0.0,32.3,100.0
198,Barnwell AGDM,16-December-2018,-6.2,11.6,1.7,62.2,0.0,12.9,100.0
199,Barnwell AGDM,17-December-2018,0.8,12.3,5.7,56.0,0.0,25.8,100.0
200,Barnwell AGDM,18-December-2018,0.9,10.7,5.0,57.1,0.0,22.1,100.0
201,Barnwell AGDM,19-December-2018,2.3,9.5,5.4,46.7,0.0,35.8,100.0
202,Barnwell AGDM,20-December-2018,-1.6,9.8,3.8,54.4,0.0,23.2,100.0
203,Barnwell AGDM,21-December-2018,-7.3,6.7,1.7,62.7,0.0,29.6,100.0
204,Barnwell AGDM,22-December-2018,-10.1,1.7,-4.5,61.0,0.0,10.3,100.0
205,Barnwell AGDM,23-December-2018,-9.0,5.9,-1.0,57.2,0.0,20.2,100.0
206,Barnwell AGDM,24-December-2018,-12.8,-6.8,-9.1,87.9,0.0,6.3,100.0
207,Barnwell AGDM,25-December-2018,-10.5,-6.7,-8.3,91.1,0.1,3.8,100.0
208,Barnwell AGDM,26-December-2018,-14.2,-5.5,-7.9,91.8,0.0,6.5,100.0
209,Barnwell AGDM,27-December-2018,-7.8,-6.5,-6.8,91.5,0.0,4.2,100.0
210,Barnwell AGDM,28-December-2018,-11.6,2.2,-3.8,63.1,0.0,22.2,100.0
211,Barnwell AGDM,29-December-2018,-1.4,10.4,4.7,47.7,0.0,39.5,100.0
212,Barnwell AGDM,30-December-2018,-15.3,7.0,-6.1,79.1,1.2,26.4,100.0
213,Barnwell AGDM,31-December-2018,-19.6,-13.0,-15.1,73.6,0.1,11.1,100.0
214,Barnwell AGDM,01-January-2019,-14.5,0.2,-3.8,71.9,1.3,25.4,100.0
215,Barnwell AGDM,02-January-2019,-1.4,7.9,4.1,63.4,0.1,43.9,100.0
216,Barnwell AGDM,03-January-2019,3.5,11.1,7.4,53.1,0.0,41.8,100.0
217,Barnwell AGDM,04-January-2019,2.1,9.5,6.2,54.2,0.0,39.5,100.0
218,Barnwell AGDM,05-January-2019,-5.9,4.3,-1.1,72.2,0.0,13.3,100.0
219,Barnwell AGDM,06-January-2019,-3.6,8.5,1.4,61.9,0.0,23.9,100.0
220,Barnwell AGDM,07-January-2019,-15.0,-1.2,-7.2,80.1,0.1,12.4,100.0
221,Barnwell AGDM,08-January-2019,-15.5,-2.9,-7.7,59.8,0.0,14.3,100.0
222,Barnwell AGDM,09-January-2019,-7.2,10.7,0.4,63.4,0.0,16.4,100.0
223,Barnwell AGDM,10-January-2019,-10.5,11.7,-1.4,70.2,0.0,18.4,100.0
224,Barnwell AGDM,11-January-2019,-14.2,10.0,-4.0,66.4,0.0,10.1,100.0
225,Barnwell AGDM,12-January-2019,-2.8,15.1,3.9,39.9,0.0,15.3,100.0
226,Barnwell AGDM,13-January-2019,-10.0,8.6,-3.5,61.5,0.0,9.0,100.0
227,Barnwell AGDM,14-January-2019,-10.8,9.8,-3.8,62.8,0.0,10.1,100.0
228,Barnwell AGDM,15-January-2019,-12.5,1.1,-6.9,82.3,0.1,12.0,100.0
229,Barnwell AGDM,16-January-2019,-11.3,-6.8,-8.3,92.8,0.0,5.4,100.0
230,Barnwell AGDM,17-January-2019,-13.6,-9.0,-11.9,86.1,3.8,9.0,100.0
231,Barnwell AGDM,18-January-2019,-20.6,-9.6,-14.1,80.7,1.6,11.7,100.0
232,Barnwell AGDM,19-January-2019,-20.6,4.0,-9.5,73.5,0.0,15.5,100.0
233,Barnwell AGDM,20-January-2019,-8.6,1.3,-3.4,74.7,0.0,13.8,100.0
234,Barnwell AGDM,21-January-2019,-14.8,0.1,-7.5,79.5,0.0,9.1,100.0
235,Barnwell AGDM,22-January-2019,-14.1,3.0,-2.4,65.3,0.0,35.2,100.0
236,Barnwell AGDM,23-January-2019,-23.9,-0.4,-7.7,79.2,1.2,17.1,100.0
237,Barnwell AGDM,24-January-2019,-24.9,-0.7,-11.7,76.8,0.0,11.0,100.0
238,Barnwell AGDM,25-January-2019,-11.4,2.4,-3.3,78.4,0.0,14.0,100.0
239,Barnwell AGDM,26-January-2019,-4.2,7.7,2.9,69.7,0.0,22.8,100.0
240,Barnwell AGDM,27-January-2019,-3.6,9.7,3.6,66.6,0.5,34.9,100.0
241,Barnwell AGDM,28-January-2019,-9.5,-0.2,-4.8,67.0,0.1,17.3,100.0
242,Barnwell AGDM,29-January-2019,-15.4,0.3,-8.6,74.7,0.0,8.8,100.0
243,Barnwell AGDM,30-January-2019,-12.2,7.1,-2.6,70.1,0.0,9.0,100.0
244,Barnwell AGDM,31-January-2019,-2.4,9.5,3.9,60.3,0.0,25.0,100.0
245,Barnwell AGDM,01-February-2019,-13.3,8.2,-5.9,77.3,0.0,19.4,100.0
246,Barnwell AGDM,02-February-2019,-19.6,-13.0,-16.1,74.6,0.1,20.5,100.0
247,Barnwell AGDM,03-February-2019,-25.0,-19.5,-22.8,60.1,1.8,18.5,100.0
248,Barnwell AGDM,04-February-2019,-30.7,-22.3,-25.2,59.8,0.8,5.4,100.0
249,Barnwell AGDM,05-February-2019,-28.0,-20.9,-23.3,60.7,0.0,8.2,100.0
250,Barnwell AGDM,06-February-2019,-30.7,-19.1,-24.5,61.9,0.1,6.1,100.0
251,Barnwell AGDM,07-February-2019,-35.3,-19.2,-27.8,60.9,0.0,3.3,100.0
252,Barnwell AGDM,08-February-2019,-26.3,-17.5,-20.9,68.8,0.9,16.0,100.0
253,Barnwell AGDM,09-February-2019,-26.4,-22.3,-24.8,63.6,1.1,11.7,100.0
254,Barnwell AGDM,10-February-2019,-30.4,-21.7,-24.9,62.7,0.3,7.1,100.0
255,Barnwell AGDM,11-February-2019,-31.2,-19.3,-25.5,62.5,0.2,6.6,100.0
256,Barnwell AGDM,12-February-2019,-30.4,-18.4,-22.0,67.2,0.6,7.2,100.0
257,Barnwell AGDM,13-February-2019,-28.7,-17.1,-21.0,69.1,0.5,3.7,100.0
258,Barnwell AGDM,14-February-2019,-32.7,-15.8,-24.2,65.6,0.0,10.5,100.0
259,Barnwell AGDM,15-February-2019,-19.1,-16.8,-17.9,73.0,3.0,15.3,100.0
260,Barnwell AGDM,16-February-2019,-19.4,-16.3,-17.3,71.7,0.6,20.5,100.0
261,Barnwell AGDM,17-February-2019,-31.9,-16.9,-21.9,69.0,0.0,16.8,100.0
262,Barnwell AGDM,18-February-2019,-33.7,-16.7,-25.5,63.2,0.0,11.5,100.0
263,Barnwell AGDM,19-February-2019,-22.8,-3.9,-13.5,66.1,0.0,16.9,100.0
264,Barnwell AGDM,20-February-2019,-22.1,-4.5,-9.8,86.8,2.3,16.4,100.0
265,Barnwell AGDM,21-February-2019,-22.4,-9.7,-15.6,72.9,0.0,17.0,100.0
266,Barnwell AGDM,22-February-2019,-21.6,-1.4,-8.6,67.1,0.0,20.5,100.0
267,Barnwell AGDM,23-February-2019,-22.8,-8.0,-15.0,74.0,0.8,18.8,100.0
268,Barnwell AGDM,24-February-2019,-30.8,-17.5,-22.8,69.0,0.1,7.4,100.0
269,Barnwell AGDM,25-February-2019,-35.4,-22.8,-28.9,64.8,1.2,5.6,100.0
270,Barnwell AGDM,26-February-2019,-29.2,-18.8,-24.0,67.4,1.4,11.9,100.0
271,Barnwell AGDM,27-February-2019,-28.9,-8.9,-18.3,63.8,0.0,14.6,100.0
272,Barnwell AGDM,28-February-2019,-14.6,-5.0,-9.2,75.7,0.0,11.4,100.0
273,Barnwell AGDM,01-March-2019,-30.8,-7.9,-17.5,75.7,1.1,19.9,100.0
274,Barnwell AGDM,02-March-2019,-39.5,-21.3,-30.6,60.1,0.0,10.3,100.0
275,Barnwell AGDM,03-March-2019,-33.6,-17.0,-27.0,59.3,0.0,15.5,100.0
276,Barnwell AGDM,04-March-2019,-30.4,-12.5,-22.8,60.5,0.0,16.4,100.0
277,Barnwell AGDM,05-March-2019,-25.7,-8.0,-18.8,62.4,0.0,12.3,100.0
278,Barnwell AGDM,06-March-2019,-26.9,-11.7,-19.3,73.0,0.0,10.1,100.0
279,Barnwell AGDM,07-March-2019,-16.4,1.3,-9.2,71.9,0.0,20.3,100.0
280,Barnwell AGDM,08-March-2019,-23.7,-2.4,-13.1,74.4,0.0,9.1,100.0
281,Barnwell AGDM,09-March-2019,-15.6,-0.8,-7.7,76.0,0.0,10.5,100.0
282,Barnwell AGDM,10-March-2019,-23.3,-0.2,-10.8,72.5,0.0,12.9,100.0
283,Barnwell AGDM,11-March-2019,-5.0,4.9,0.7,58.8,0.0,37.0,100.0
284,Barnwell AGDM,12-March-2019,-1.9,4.8,1.8,70.8,0.0,24.9,100.0
285,Barnwell AGDM,13-March-2019,-6.7,2.6,-1.7,76.0,0.0,10.7,100.0
