,Station Name,Date (Local Standard Time),Air Temp. Min. (�C),Air Temp. Max. (�C),Air Temp. Avg. (�C),Humidity Avg. (%),Precip. (mm),Wind Speed 10 m Avg. (km/h),Frost Probability 0�C (%)
44,Vauxhall CDA CS,15-July-2018,7.5,27.5,18.2,57.0,0.0,7.8,0.0
45,Vauxhall CDA CS,16-July-2018,8.2,32.8,21.1,53.6,0.0,6.1,0.0
46,Vauxhall CDA CS,17-July-2018,9.5,35.2,23.4,52.1,0.0,5.1,0.0
47,Vauxhall CDA CS,18-July-2018,13.3,28.5,21.3,63.0,0.0,15.3,0.0
48,Vauxhall CDA CS,19-July-2018,11.8,30.6,20.9,63.1,0.3,8.1,0.0
49,Vauxhall CDA CS,20-July-2018,12.8,31.8,22.3,48.4,0.1,14.1,0.0
50,Vauxhall CDA CS,21-July-2018,8.4,28.8,17.6,59.5,0.0,11.7,0.0
51,Vauxhall CDA CS,22-July-2018,8.1,24.2,16.7,60.7,0.0,15.4,0.0
52,Vauxhall CDA CS,23-July-2018,8.8,28.3,18.0,63.6,2.1,9.6,0.0
53,Vauxhall CDA CS,24-July-2018,12.9,22.0,15.9,84.8,3.9,8.2,0.0
54,Vauxhall CDA CS,25-July-2018,10.7,22.7,17.1,73.0,0.0,5.1,0.0
55,Vauxhall CDA CS,26-July-2018,10.0,26.1,18.2,65.5,0.5,7.1,0.0
56,Vauxhall CDA CS,27-July-2018,8.4,24.5,16.9,72.8,0.2,5.7,0.0
57,Vauxhall CDA CS,28-July-2018,10.4,26.5,18.8,66.5,0.0,5.8,0.0
58,Vauxhall CDA CS,29-July-2018,9.2,28.7,19.9,60.7,0.0,5.3,0.0
59,Vauxhall CDA CS,30-July-2018,9.3,34.0,22.4,54.3,0.0,9.3,0.0
60,Vauxhall CDA CS,31-July-2018,13.1,28.8,21.3,68.7,0.3,8.0,0.0
61,Vauxhall CDA CS,01-August-2018,15.0,33.5,23.3,53.7,0.0,13.6,0.0
62,Vauxhall CDA CS,02-August-2018,13.1,32.2,21.5,58.2,0.0,11.5,0.0
63,Vauxhall CDA CS,03-August-2018,10.0,29.4,18.7,57.6,0.0,13.5,0.0
64,Vauxhall CDA CS,04-August-2018,10.4,23.6,17.1,67.7,0.0,17.6,0.0
65,Vauxhall CDA CS,05-August-2018,11.8,21.3,16.9,80.6,1.8,9.1,0.0
66,Vauxhall CDA CS,06-August-2018,9.2,30.1,19.8,63.6,0.2,7.5,0.0
67,Vauxhall CDA CS,07-August-2018,9.4,31.1,21.3,55.2,0.3,7.9,0.0
68,Vauxhall CDA CS,08-August-2018,11.3,32.2,21.4,55.9,0.0,5.5,0.0
69,Vauxhall CDA CS,09-August-2018,11.0,35.9,22.6,55.5,0.0,5.6,0.0
70,Vauxhall CDA CS,10-August-2018,12.0,39.9,26.1,45.6,0.0,9.9,0.0
71,Vauxhall CDA CS,11-August-2018,14.3,27.0,21.2,58.1,0.0,15.6,0.0
72,Vauxhall CDA CS,12-August-2018,10.9,27.3,17.0,70.9,0.2,15.1,0.0
73,Vauxhall CDA CS,13-August-2018,7.3,21.1,14.2,68.7,0.0,8.8,0.0
74,Vauxhall CDA CS,14-August-2018,6.5,29.9,18.2,55.9,0.3,8.0,0.0
75,Vauxhall CDA CS,15-August-2018,10.4,28.2,18.0,61.1,0.0,8.7,0.0
76,Vauxhall CDA CS,16-August-2018,9.4,29.7,18.5,67.0,0.0,6.1,0.0
77,Vauxhall CDA CS,17-August-2018,10.7,31.6,20.9,59.2,0.0,6.5,0.0
78,Vauxhall CDA CS,18-August-2018,8.5,24.1,17.5,55.8,0.0,17.0,0.0
79,Vauxhall CDA CS,19-August-2018,4.9,21.9,13.7,62.8,0.0,4.8,0.0
80,Vauxhall CDA CS,20-August-2018,10.4,22.8,16.4,53.8,0.0,7.0,0.0
81,Vauxhall CDA CS,21-August-2018,5.5,25.2,15.2,57.9,0.0,13.6,0.0
82,Vauxhall CDA CS,22-August-2018,6.9,32.3,19.4,51.1,0.0,10.5,0.0
83,Vauxhall CDA CS,23-August-2018,5.4,32.3,19.1,48.1,0.0,8.8,0.0
84,Vauxhall CDA CS,24-August-2018,9.3,22.5,14.4,77.6,0.0,20.3,0.0
85,Vauxhall CDA CS,25-August-2018,4.9,22.8,13.4,70.2,0.0,9.5,1.7
86,Vauxhall CDA CS,26-August-2018,9.0,22.2,15.2,61.7,0.0,9.8,1.7
87,Vauxhall CDA CS,27-August-2018,3.5,11.4,8.8,87.9,13.5,27.4,1.7
88,Vauxhall CDA CS,28-August-2018,2.4,22.8,12.3,68.9,0.5,8.7,1.7
89,Vauxhall CDA CS,29-August-2018,7.2,23.5,16.4,61.4,0.0,17.8,1.7
90,Vauxhall CDA CS,30-August-2018,8.5,23.6,15.7,64.5,0.0,8.1,1.7
91,Vauxhall CDA CS,31-August-2018,7.4,23.1,14.2,63.8,0.0,12.8,1.7
92,Vauxhall CDA CS,01-September-2018,9.9,18.5,13.9,55.8,0.0,14.8,1.7
93,Vauxhall CDA CS,02-September-2018,7.3,22.2,13.8,56.1,0.2,8.3,3.4
94,Vauxhall CDA CS,03-September-2018,4.8,15.9,11.8,67.0,0.0,17.2,5.1
95,Vauxhall CDA CS,04-September-2018,3.6,16.1,9.5,70.7,0.0,4.9,5.1
96,Vauxhall CDA CS,05-September-2018,1.2,23.6,12.5,60.7,0.0,8.0,5.1
97,Vauxhall CDA CS,06-September-2018,2.9,27.2,15.8,57.5,0.3,6.8,8.5
98,Vauxhall CDA CS,07-September-2018,10.4,31.7,19.3,51.5,0.0,13.0,10.2
99,Vauxhall CDA CS,08-September-2018,9.9,27.1,18.9,48.2,0.0,17.9,10.2
100,Vauxhall CDA CS,09-September-2018,11.5,21.2,15.5,74.6,0.2,6.8,10.2
101,Vauxhall CDA CS,10-September-2018,7.0,24.1,14.1,67.5,0.0,16.3,11.9
102,Vauxhall CDA CS,11-September-2018,4.5,18.9,11.7,72.9,0.0,7.1,20.3
103,Vauxhall CDA CS,12-September-2018,2.9,16.1,9.5,77.7,0.0,16.9,22.0
104,Vauxhall CDA CS,13-September-2018,0.9,9.2,4.0,78.5,0.3,11.1,28.8
105,Vauxhall CDA CS,14-September-2018,2.0,12.3,5.9,71.8,0.0,7.8,30.5
106,Vauxhall CDA CS,15-September-2018,2.9,11.6,7.3,88.6,0.0,9.9,30.5
107,Vauxhall CDA CS,16-September-2018,5.0,11.1,6.9,95.2,3.3,9.8,35.6
108,Vauxhall CDA CS,17-September-2018,4.3,14.1,8.9,84.6,0.5,6.6,40.7
109,Vauxhall CDA CS,18-September-2018,2.9,10.5,6.5,86.0,0.0,10.3,45.8
110,Vauxhall CDA CS,19-September-2018,5.2,13.4,8.5,79.0,0.0,5.7,54.2
111,Vauxhall CDA CS,20-September-2018,1.7,16.3,8.2,84.6,2.3,6.9,57.6
112,Vauxhall CDA CS,21-September-2018,4.3,13.7,8.9,90.0,0.5,9.9,62.7
113,Vauxhall CDA CS,22-September-2018,1.4,5.5,3.4,95.5,0.0,7.4,62.7
114,Vauxhall CDA CS,23-September-2018,3.3,8.9,4.9,91.5,0.2,5.3,69.5
115,Vauxhall CDA CS,24-September-2018,3.8,13.2,7.9,84.3,2.3,12.7,74.6
116,Vauxhall CDA CS,25-September-2018,2.2,17.8,9.5,70.9,0.3,9.8,74.6
117,Vauxhall CDA CS,26-September-2018,5.0,18.5,11.3,65.9,0.7,12.8,76.3
118,Vauxhall CDA CS,27-September-2018,1.3,8.9,6.0,93.5,9.7,11.2,79.7
119,Vauxhall CDA CS,28-September-2018,-0.8,8.2,3.9,88.2,0.3,4.2,84.7
120,Vauxhall CDA CS,29-September-2018,-2.2,7.0,3.4,75.7,0.0,15.6,88.1
121,Vauxhall CDA CS,30-September-2018,-3.6,0.4,-1.3,85.6,0.7,10.6,89.8
122,Vauxhall CDA CS,01-October-2018,0.2,4.7,2.5,88.6,0.0,10.4,89.8
123,Vauxhall CDA CS,02-October-2018,-1.5,1.9,0.5,94.0,2.0,7.6,91.5
124,Vauxhall CDA CS,03-October-2018,-4.0,4.2,-0.2,88.0,2.3,11.2,93.2
125,Vauxhall CDA CS,04-October-2018,-1.9,6.2,1.4,84.9,0.0,8.7,98.3
126,Vauxhall CDA CS,05-October-2018,-4.7,12.6,3.3,76.7,0.3,6.8,98.3
127,Vauxhall CDA CS,06-October-2018,-2.8,13.4,4.6,73.3,0.0,4.8,100.0
128,Vauxhall CDA CS,07-October-2018,-4.5,14.1,4.3,70.9,0.0,5.2,100.0
129,Vauxhall CDA CS,08-October-2018,-2.8,5.9,-0.0,94.8,0.0,12.3,100.0
130,Vauxhall CDA CS,09-October-2018,-3.0,0.0,-1.6,95.7,2.8,12.4,100.0
131,Vauxhall CDA CS,10-October-2018,-0.9,2.7,0.6,90.9,0.2,4.9,100.0
132,Vauxhall CDA CS,11-October-2018,-1.2,6.7,2.0,88.2,0.0,9.8,100.0
133,Vauxhall CDA CS,12-October-2018,-0.8,18.2,6.7,71.8,1.1,29.0,100.0
134,Vauxhall CDA CS,13-October-2018,-2.0,1.4,-0.3,70.1,0.0,18.4,100.0
135,Vauxhall CDA CS,14-October-2018,-6.5,11.6,3.1,65.5,0.0,11.1,100.0
136,Vauxhall CDA CS,15-October-2018,5.3,19.4,11.5,49.1,0.0,14.7,100.0
137,Vauxhall CDA CS,16-October-2018,1.4,20.1,10.3,53.8,0.0,11.1,100.0
138,Vauxhall CDA CS,17-October-2018,-0.6,23.2,9.1,56.1,0.0,11.5,100.0
139,Vauxhall CDA CS,18-October-2018,-1.0,19.0,8.9,52.2,0.0,7.0,100.0
140,Vauxhall CDA CS,19-October-2018,-2.6,16.2,5.8,63.8,0.0,6.5,100.0
141,Vauxhall CDA CS,20-October-2018,-0.7,23.5,9.4,57.8,0.0,13.5,100.0
142,Vauxhall CDA CS,21-October-2018,-3.8,15.0,4.8,65.6,0.0,5.9,100.0
143,Vauxhall CDA CS,22-October-2018,-7.1,15.9,3.3,65.2,0.0,13.2,100.0
144,Vauxhall CDA CS,23-October-2018,-2.6,19.5,6.7,62.9,0.0,14.5,100.0
145,Vauxhall CDA CS,24-October-2018,-1.9,19.7,8.3,61.5,0.2,18.8,100.0
146,Vauxhall CDA CS,25-October-2018,0.5,17.8,10.1,52.5,0.0,19.7,100.0
147,Vauxhall CDA CS,26-October-2018,2.8,16.8,10.3,59.9,0.0,19.9,100.0
148,Vauxhall CDA CS,27-October-2018,-1.1,15.8,7.3,56.5,0.0,18.5,100.0
149,Vauxhall CDA CS,28-October-2018,-3.1,17.4,5.8,62.0,0.0,20.2,100.0
150,Vauxhall CDA CS,29-October-2018,-1.1,11.6,4.4,64.6,0.0,10.1,100.0
151,Vauxhall CDA CS,30-October-2018,-5.5,14.0,3.4,61.3,0.0,11.9,100.0
152,Vauxhall CDA CS,31-October-2018,-2.3,12.4,4.7,61.3,0.0,16.5,100.0
153,Vauxhall CDA CS,01-November-2018,1.0,6.2,4.0,69.2,0.0,17.6,100.0
154,Vauxhall CDA CS,02-November-2018,0.8,8.9,2.9,90.0,0.0,23.7,100.0
155,Vauxhall CDA CS,03-November-2018,-4.1,13.5,3.4,77.6,0.3,12.3,100.0
156,Vauxhall CDA CS,04-November-2018,0.9,13.3,8.3,62.3,3.5,27.9,100.0
157,Vauxhall CDA CS,05-November-2018,-7.5,0.9,-3.1,72.2,0.0,20.9,100.0
158,Vauxhall CDA CS,06-November-2018,-10.3,-6.1,-8.3,79.7,0.0,5.1,100.0
159,Vauxhall CDA CS,07-November-2018,-15.5,-5.3,-9.6,86.3,0.0,8.3,100.0
160,Vauxhall CDA CS,08-November-2018,-16.6,-5.7,-11.1,80.0,0.3,9.3,100.0
161,Vauxhall CDA CS,09-November-2018,-15.2,4.7,-3.4,80.8,1.0,18.6,100.0
162,Vauxhall CDA CS,10-November-2018,-1.7,3.9,0.9,83.0,0.0,19.8,100.0
163,Vauxhall CDA CS,11-November-2018,-11.1,0.7,-3.6,88.3,0.0,10.1,100.0
164,Vauxhall CDA CS,12-November-2018,-12.4,5.0,-4.0,87.2,0.0,6.9,100.0
165,Vauxhall CDA CS,13-November-2018,-4.4,10.3,3.6,64.0,1.5,24.1,100.0
166,Vauxhall CDA CS,14-November-2018,4.3,10.9,7.7,48.0,0.3,35.9,100.0
167,Vauxhall CDA CS,15-November-2018,-1.2,12.3,4.6,66.6,0.0,13.4,100.0
168,Vauxhall CDA CS,16-November-2018,-15.9,7.3,-6.0,85.3,1.0,21.2,100.0
169,Vauxhall CDA CS,17-November-2018,-19.9,-1.4,-12.8,83.7,0.0,7.4,100.0
170,Vauxhall CDA CS,18-November-2018,-14.8,4.2,-0.7,85.8,0.2,10.7,100.0
171,Vauxhall CDA CS,19-November-2018,-2.1,9.9,2.4,85.0,0.0,8.4,100.0
172,Vauxhall CDA CS,20-November-2018,-2.5,14.2,3.7,71.5,0.3,12.0,100.0
173,Vauxhall CDA CS,21-November-2018,-2.5,10.6,3.2,64.7,0.0,17.5,100.0
174,Vauxhall CDA CS,22-November-2018,2.3,10.0,6.7,61.4,0.0,25.3,100.0
175,Vauxhall CDA CS,23-November-2018,-3.2,4.1,0.3,85.4,0.0,10.9,100.0
176,Vauxhall CDA CS,24-November-2018,-12.1,-0.7,-5.2,93.4,1.3,11.9,100.0
177,Vauxhall CDA CS,25-November-2018,-14.7,-4.9,-10.3,91.3,0.0,4.1,100.0
178,Vauxhall CDA CS,26-November-2018,-15.2,8.1,-5.1,83.1,1.0,11.4,100.0
179,Vauxhall CDA CS,27-November-2018,6.1,13.1,9.1,61.5,0.2,28.3,100.0
180,Vauxhall CDA CS,28-November-2018,-0.7,11.8,4.7,65.5,0.0,17.5,100.0
181,Vauxhall CDA CS,29-November-2018,-4.7,8.7,-0.0,75.6,0.0,7.3,100.0
182,Vauxhall CDA CS,30-November-2018,-7.7,-0.2,-4.3,89.2,0.0,5.7,100.0
183,Vauxhall CDA CS,01-December-2018,-6.5,-3.3,-4.7,93.1,2.6,10.0,100.0
184,Vauxhall CDA CS,02-December-2018,-15.5,-1.2,-9.0,90.2,0.7,5.3,100.0
185,Vauxhall CDA CS,03-December-2018,-12.9,-1.8,-6.7,91.8,0.0,6.0,100.0
186,Vauxhall CDA CS,04-December-2018,-16.6,-0.6,-8.2,82.2,0.5,11.1,100.0
187,Vauxhall CDA CS,05-December-2018,-17.5,-2.8,-8.4,82.2,0.0,16.7,100.0
188,Vauxhall CDA CS,06-December-2018,-21.7,-6.2,-16.4,81.9,0.0,5.4,100.0
189,Vauxhall CDA CS,07-December-2018,-19.6,-0.9,-10.8,74.9,0.3,11.6,100.0
190,Vauxhall CDA CS,08-December-2018,-17.4,-1.3,-10.1,76.5,0.0,5.9,100.0
191,Vauxhall CDA CS,09-December-2018,-12.8,3.8,-2.1,74.6,0.2,17.0,100.0
192,Vauxhall CDA CS,10-December-2018,-2.3,4.9,2.6,71.6,0.0,25.2,100.0
193,Vauxhall CDA CS,11-December-2018,-5.5,6.3,1.7,65.9,0.8,31.9,100.0
194,Vauxhall CDA CS,12-December-2018,-1.4,5.7,2.3,70.0,0.0,26.1,100.0
195,Vauxhall CDA CS,13-December-2018,0.9,6.0,4.6,52.4,0.3,40.4,100.0
196,Vauxhall CDA CS,14-December-2018,2.0,7.2,4.8,55.3,0.0,26.5,100.0
197,Vauxhall CDA CS,15-December-2018,-5.3,7.8,2.6,61.7,0.0,25.6,100.0
198,Vauxhall CDA CS,16-December-2018,-5.6,7.9,0.3,72.5,0.0,14.2,100.0
199,Vauxhall CDA CS,17-December-2018,0.2,11.5,5.9,58.5,0.0,28.7,100.0
200,Vauxhall CDA CS,18-December-2018,0.2,9.4,4.4,64.2,0.0,21.7,100.0
201,Vauxhall CDA CS,19-December-2018,-1.5,10.0,4.4,56.8,0.0,25.4,100.0
202,Vauxhall CDA CS,20-December-2018,-2.5,7.8,3.0,62.3,0.0,21.3,100.0
203,Vauxhall CDA CS,21-December-2018,-2.8,6.3,1.9,70.4,0.0,21.7,100.0
204,Vauxhall CDA CS,22-December-2018,-9.4,-0.1,-4.6,70.8,0.2,12.5,100.0
205,Vauxhall CDA CS,23-December-2018,-9.5,5.3,-2.6,71.8,0.0,17.3,100.0
206,Vauxhall CDA CS,24-December-2018,-11.2,-6.9,-8.5,90.6,0.0,7.1,100.0
207,Vauxhall CDA CS,25-December-2018,-9.1,-6.7,-7.6,93.2,0.0,8.1,100.0
208,Vauxhall CDA CS,26-December-2018,-9.9,-5.8,-7.3,93.7,0.0,5.3,100.0
209,Vauxhall CDA CS,27-December-2018,-7.8,-6.1,-6.4,88.5,0.0,5.7,100.0
210,Vauxhall CDA CS,28-December-2018,-13.0,2.2,-5.4,70.4,0.3,16.0,100.0
211,Vauxhall CDA CS,29-December-2018,-5.2,10.0,2.9,58.4,0.5,27.1,100.0
212,Vauxhall CDA CS,30-December-2018,-14.9,6.5,-6.5,81.3,0.0,28.1,100.0
213,Vauxhall CDA CS,31-December-2018,-19.5,-12.5,-15.6,80.2,0.0,11.5,100.0
214,Vauxhall CDA CS,01-January-2019,-16.8,1.6,-4.7,79.1,0.2,17.9,100.0
215,Vauxhall CDA CS,02-January-2019,-1.8,6.8,3.7,68.7,0.8,37.4,100.0
216,Vauxhall CDA CS,03-January-2019,6.1,11.7,8.0,53.8,0.0,43.1,100.0
217,Vauxhall CDA CS,04-January-2019,2.2,9.7,7.1,53.5,0.0,44.6,100.0
218,Vauxhall CDA CS,05-January-2019,-9.0,3.1,-4.5,87.9,0.0,7.5,100.0
219,Vauxhall CDA CS,06-January-2019,-3.3,8.2,2.2,62.8,2.1,28.9,100.0
220,Vauxhall CDA CS,07-January-2019,-13.4,1.9,-7.5,82.0,0.0,12.1,100.0
221,Vauxhall CDA CS,08-January-2019,-14.4,-3.4,-7.5,61.5,0.0,14.4,100.0
222,Vauxhall CDA CS,09-January-2019,-7.5,9.7,-2.7,67.7,0.0,18.8,100.0
223,Vauxhall CDA CS,10-January-2019,-12.2,2.7,-6.5,82.6,0.0,7.9,100.0
224,Vauxhall CDA CS,11-January-2019,-14.8,7.6,-6.2,78.0,0.2,8.4,100.0
225,Vauxhall CDA CS,12-January-2019,-6.5,13.7,-0.2,62.5,0.0,8.2,100.0
226,Vauxhall CDA CS,13-January-2019,-10.6,6.4,-5.0,74.3,0.0,6.6,100.0
227,Vauxhall CDA CS,14-January-2019,-12.4,9.2,-5.3,73.0,0.0,6.7,100.0
228,Vauxhall CDA CS,15-January-2019,-13.1,-1.9,-7.1,89.2,0.0,6.4,100.0
229,Vauxhall CDA CS,16-January-2019,-9.6,-7.3,-8.1,93.4,0.0,6.0,100.0
230,Vauxhall CDA CS,17-January-2019,-13.8,-8.8,-12.1,89.5,0.3,7.0,100.0
231,Vauxhall CDA CS,18-January-2019,-16.5,-11.3,-13.5,84.2,1.5,9.7,100.0
232,Vauxhall CDA CS,19-January-2019,-21.0,2.3,-10.3,80.3,0.5,12.7,100.0
233,Vauxhall CDA CS,20-January-2019,-19.0,-1.9,-11.2,82.1,0.0,4.1,100.0
234,Vauxhall CDA CS,21-January-2019,-13.8,0.7,-7.7,84.2,0.0,8.0,100.0
235,Vauxhall CDA CS,22-January-2019,-15.4,2.9,-4.1,74.0,0.8,25.4,100.0
236,Vauxhall CDA CS,23-January-2019,-24.3,-2.2,-9.1,83.5,0.0,16.9,100.0
237,Vauxhall CDA CS,24-January-2019,-25.8,-0.8,-12.6,81.1,0.0,10.2,100.0
238,Vauxhall CDA CS,25-January-2019,-11.9,2.9,-3.7,81.7,0.0,13.0,100.0
239,Vauxhall CDA CS,26-January-2019,-1.9,5.8,2.1,76.5,0.0,17.3,100.0
240,Vauxhall CDA CS,27-January-2019,-3.1,8.3,3.4,72.0,1.0,36.3,100.0
241,Vauxhall CDA CS,28-January-2019,-9.5,-0.1,-4.1,70.3,0.0,17.1,100.0
242,Vauxhall CDA CS,29-January-2019,-14.0,-1.4,-8.5,78.0,0.0,9.8,100.0
243,Vauxhall CDA CS,30-January-2019,-13.1,2.2,-5.4,79.2,0.0,5.5,100.0
244,Vauxhall CDA CS,31-January-2019,-5.9,9.2,1.8,71.7,0.0,13.5,100.0
245,Vauxhall CDA CS,01-February-2019,-14.8,1.3,-8.5,86.5,0.0,13.9,100.0
246,Vauxhall CDA CS,02-February-2019,-19.6,-14.4,-16.7,79.1,0.0,19.9,100.0
247,Vauxhall CDA CS,03-February-2019,-24.7,-19.5,-22.8,65.8,0.0,17.3,100.0
248,Vauxhall CDA CS,04-February-2019,-29.4,-22.2,-24.8,67.3,0.0,5.1,100.0
249,Vauxhall CDA CS,05-February-2019,-28.9,-19.8,-23.8,68.9,0.0,4.9,100.0
250,Vauxhall CDA CS,06-February-2019,-30.6,-19.9,-24.9,70.2,0.0,5.8,100.0
251,Vauxhall CDA CS,07-February-2019,-33.8,-19.5,-27.1,69.2,0.0,5.5,100.0
252,Vauxhall CDA CS,08-February-2019,-24.7,-17.3,-20.7,74.5,0.0,17.4,100.0
253,Vauxhall CDA CS,09-February-2019,-25.6,-22.0,-24.5,70.9,0.0,13.6,100.0
254,Vauxhall CDA CS,10-February-2019,-29.8,-21.0,-24.2,72.5,0.0,8.0,100.0
255,Vauxhall CDA CS,11-February-2019,-30.9,-19.4,-25.0,69.5,0.2,6.2,100.0
256,Vauxhall CDA CS,12-February-2019,-31.0,-17.8,-22.5,73.5,0.6,4.9,100.0
257,Vauxhall CDA CS,13-February-2019,-28.7,-16.6,-20.8,74.4,0.5,3.9,100.0
258,Vauxhall CDA CS,14-February-2019,-32.7,-16.0,-24.4,72.5,0.2,8.4,100.0
259,Vauxhall CDA CS,15-February-2019,-22.3,-16.7,-19.0,80.0,3.3,10.6,100.0
260,Vauxhall CDA CS,16-February-2019,-21.0,-16.6,-17.9,77.8,1.0,20.0,100.0
261,Vauxhall CDA CS,17-February-2019,-30.1,-16.4,-21.6,76.2,0.0,16.7,100.0
262,Vauxhall CDA CS,18-February-2019,-35.0,-19.2,-27.2,71.7,0.0,9.4,100.0
263,Vauxhall CDA CS,19-February-2019,-28.9,-3.8,-16.6,77.2,0.3,10.5,100.0
264,Vauxhall CDA CS,20-February-2019,-23.4,-3.8,-10.2,87.1,1.5,15.2,100.0
265,Vauxhall CDA CS,21-February-2019,-23.4,-9.9,-16.4,78.8,0.0,16.5,100.0
266,Vauxhall CDA CS,22-February-2019,-23.4,-0.1,-12.1,77.0,0.0,9.1,100.0
267,Vauxhall CDA CS,23-February-2019,-23.1,-12.2,-15.7,79.8,0.0,20.3,100.0
268,Vauxhall CDA CS,24-February-2019,-31.4,-16.9,-22.7,75.8,0.0,6.0,100.0
269,Vauxhall CDA CS,25-February-2019,-34.4,-22.9,-27.8,73.8,0.0,4.0,100.0
270,Vauxhall CDA CS,26-February-2019,-29.6,-17.9,-23.5,74.2,0.0,9.8,100.0
271,Vauxhall CDA CS,27-February-2019,-30.0,-8.8,-18.4,68.7,0.3,9.7,100.0
272,Vauxhall CDA CS,28-February-2019,-14.9,-5.2,-9.0,76.5,0.0,9.9,100.0
273,Vauxhall CDA CS,01-March-2019,-32.3,-8.3,-18.2,77.8,2.0,18.2,100.0
274,Vauxhall CDA CS,02-March-2019,-40.2,-21.5,-31.1,67.7,0.0,7.4,100.0
